address,beds,baths,type,price,SqFt,listing#
2791 Eglinton East Ave 510 Toronto,1,1,Condo Townhouse Stacked Townhse,2150,500-599,E10424709
127 Broadway Ave 1707 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10431700
403 Church St 1210 Toronto,1,1,Condo Apt Apartment,2150,0-499,C9924791
39 Brant St 207 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10422821
127 Broadway Ave 1304S Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C10425982
195 McCaul St 1112 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10411608
238 Simcoe St 2702 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10404919
319 Carlaw Ave 805 Toronto,1,1,Condo Apt Loft,2150,500-599,E9419485
990 Avenue Rd 208 Toronto,1,1,Condo Apt Apartment,2150,500-599,C9419053
400 Adelaide St E 2011 Toronto,1,1,Condo Apt Apartment,2150,600-699,C9363238
82 Dalhousie St N 4216 Toronto,1,1,Condo Apt Apartment,2150,0-499,C9366309
425 front St E 303 Toronto,1,1,Condo Apt Apartment,2150,500-599,C9415764
195 McCaul St 1512 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10442645
38 Monte Kwinter Crt 104 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10425927
60 Shuter St 1512 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C10040707
352 Front St W 1419 Toronto,1+1,1,Condo Apt Multi-Level,2150,500-599,C10433119
44 St. Joseph St 1011 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10442688
327 King St W 2901 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10403152
95 Bathurst St 515 Toronto,1,1,Condo Apt Loft,2150,0-499,C10431459
238 Simcoe St 3002 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10440679
195 McCaul St 304 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C9511794
251 Jarvis St 629 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10412102
108 Peter St 3309 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10744117
352 Front St W 211 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10415463
425 Front St E 402 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10432196
195 McCaul St 210 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C9512080
117 Broadway Ave 614 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10707923
352 Front St W 612 Toronto,1,1,Condo Apt Apartment,2150,0-499,C9395539
105 Victoria St 503 Toronto,1,1,Condo Apt Apartment,2150,600-699,C10424867
20 Bruyeres Mews 1109 Toronto,1,1,Condo Apt Apartment,2150,0-499,C9511204
560 Front St 703 Toronto,1,1,Condo Apt Apartment,2150,500-599,C9732331
99 Broadway Ave 3212 Toronto,1,1,Condo Apt Apartment,2150,0-499,C9393728
25 Richmond St E 2514 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10875095
195 McCaul St 310 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C9511662
230 Simcoe St 2520 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10416995
31 Tippett Rd 343 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10402827
1524 Lawrence Ave W 101 Toronto,1,1,Condo Apt Apartment,2150,600-699,W10408892
127 Broadway Ave 1910 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10441082
560 Front St W 515 Toronto,1,1,Condo Apt Apartment,2150,500-599,C9263615
629 King St W 824 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10419892
180 Fairview Mall Dr 1001 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10060936
750 Bay St 3201 Toronto,1,1,Condo Apt Apartment,2150,500-599,C9366128
4968 Yonge St 1212 Toronto,1,1,Condo Apt Apartment,2150,500-599,C9768863
425 Front St E 814 Toronto,1,1,Condo Apt Apartment,2150,500-599,C9510622
35 Mariner Terr 1705 Toronto,1,1,Condo Apt Apartment,2175,500-599,C10237515
10 Graphophone Grve 2206 Toronto,1+1,1,Condo Apt Apartment,2175,600-699,W9507733
117 Broadway Ave 1110S Toronto,1,1,Condo Apt Apartment,2175,0-499,C10423298
85 Queens Wharf Rd 611 Toronto,1,1,Condo Apt Apartment,2175,500-599,C10421433
15 Zorra St 901 Toronto,1,1,Condo Apt Apartment,2175,500-599,W10346050
5 Hanna Ave 202 Toronto,1,1,Condo Apt Apartment,2175,500-599,C10426105
10 De Boers Dr 1214 Toronto,1,1,Condo Apt Apartment,2180,0-499,W10405167
115 Blue Jays Way 501 Toronto,1,1,Condo Apt Apartment,2180,0-499,C10432752
195 McCaul St 616 Toronto,1+1,1,Condo Apt Apartment,2180,500-599,C10405741
195 McCaul St E 614 Toronto,1+1,1,Condo Apt Apartment,2180,500-599,C10420539
89 Mcgill St 1110 Toronto,1,1,Condo Apt Apartment,2180,0-499,C9388328
560 Front St W 813 Toronto,1,1,Condo Apt Apartment,2180,500-599,C10402966
36 Zorra St 1402 Toronto,1+1,1,Condo Apt Other,2185,500-599,W10875181
9 Windermere Ave TH94 Toronto,1,1,Condo Townhouse Stacked Townhse,2190,0-499,W10428675
127 Broadway Ave 1510 Toronto,1,1,Condo Apt Apartment,2190,0-499,C10424574
135 Maitland St 401 Toronto,1,1,Condo Apt Apartment,2190,500-599,C10408416
397 Front St W 1805 Toronto,1,1,Condo Apt Apartment,2190,500-599,C9398045
95 Lawton Blvd 502 Toronto,1,1,Condo Apt Apartment,2195,500-599,C9506609
1500 Bathurst St 1409 Toronto,1,1,Condo Apt Apartment,2195,500-599,C10874858
1545 Bathurst St 203 Toronto,1,1,Condo Apt Apartment,2195,500-599,C10874864
1545 Bathurst St 109 Toronto,1,1,Condo Apt Apartment,2195,500-599,C10412025
1291 Bayview Ave N 603 Toronto,1,1,Condo Apt Apartment,2195,600-699,C9513028
95 Lawton Blvd 506 Toronto,1,1,Condo Apt Apartment,2195,500-599,C9349594
11 Brunel Crt 1009 Toronto,1,1,Condo Apt Apartment,2195,0-499,C10420336
15 Bruyeres Mews 1004 Toronto,1,1,Condo Apt Apartment,2195,500-599,C10426822
2A Church St 412 Toronto,1,1,Condo Apt Apartment,2195,500-599,C10421432
1545 Bathurst St 305 Toronto,1,1,Condo Apt Apartment,2195,500-599,C10874862
15 BRUNEL Crt 523 Toronto,1,1,Condo Apt Apartment,2195,600-699,C9509008
2525 Bathurst St 104 Toronto,1,1,Condo Apt Apartment,2195,500-599,C10440789
35 Saranac Blvd 820 Toronto,1,1,Condo Apt Apartment,2195,500-599,C10292572
1291 Bayview Ave N 405 Toronto,1,1,Condo Apt Apartment,2195,0-499,C9388398
28 Widmer St 4721 Toronto,1,1,Condo Apt Apartment,2198,500-599,C10413586
251 Jarvis St 2401 Toronto,1,1,Condo Apt Apartment,2199,500-599,C10420092
55 Ontario St 712 Toronto,1,1,Condo Apt Apartment,2199,0-499,C10416909
195 Bonis Ave 2113 Toronto,1+1,1,Condo Apt Apartment,2199,600-699,E9370162
70 ANNIE CRAIG Dr 1801 Toronto,1,1,Condo Apt Apartment,2199,500-599,W9367650
5 Defries St 3409 Toronto,1,1,Condo Apt Apartment,2199,500-599,C9349936
35 Hayden St 515 Toronto,1,1,Condo Apt Apartment,2199,0-499,C9377884
1410 Dupont St 2002 Toronto,1,1,Condo Apt Apartment,2200,600-699,W9781787
55 Bremner Blvd 2009 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10418895
51 Trolley Cres 1208 Toronto,1,1,Condo Apt Loft,2200,0-499,C9400315
3 Gloucester St 2308 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10428051
319 Jarvis St 705 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10421706
327 King St W 1708 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10433751
130 River St 1907 Toronto,1,1,Condo Apt Apartment,2200,500-599,C9390315
8 Telegram Mews 720 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9417568
209 Fort York Blvd 271 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10411379
38 Stewart St 601 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10413994
195 McCaul St 220 Toronto,1+1,1,Condo Apt Apartment,2200,500-599,C9769510
629 King St W 1312 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10410011
32 Camden St 905 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10423598
2756 Old Leslie St 515 Toronto,1,1,Condo Apt Apartment,2200,500-599,C9397097
1420 Dupont St 1007 Toronto,1+1,1,Condo Apt Apartment,2200,500-599,W9386578
320 Richmond St E 301 Toronto,1,1,Condo Apt Apartment,2200,600-699,C10424133
57 St Joseph St 318 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10877781
650 King St W 604 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10425763
195 McCaul St 714 Toronto,1+1,1,Condo Apt Apartment,2200,500-599,C9417542
127 Broadway Ave 202 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10412534
151 Village Green Sq 705 Toronto,1+1,1,Condo Apt Apartment,2200,600-699,E9400011
90 Broadview Ave 213 Toronto,1,1,Condo Apt Apartment,2200,0-499,E10413131
42 Charles St E 1403 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9361491
105 Victoria St Uph 3 Toronto,1,1,Condo Apt Apartment,2200,600-699,C9255317
195 McCaul St 519 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9377054
403 Church St 713 Toronto,1+1,1,Condo Apt Apartment,2200,500-599,C10286684
327 King St 2401 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9769091
20 Minowan Miikan Lane 317 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10429391
28 Widmer St 4521 Toronto,1,1,Condo Apt Apartment,2200,500-599,C9387098
25 Richmond St E 1615 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10427583
629 King St W 328 Toronto,1,2,Condo Apt Apartment,2200,0-499,C9389454
251 Jarvis St S 3304 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10426212
1401 Dupont St 519 Toronto,1,1,Co-Op Apt Apartment,2200,800-899,W10440855
10 Graphophone Grve 1506 Toronto,1+1,1,Condo Apt Apartment,2200,600-699,W9344150
105 The Queensway 2713 Toronto,1,1,Condo Apt Apartment,2200,0-499,W10417429
425 Front St E 515 Toronto,1+1,1,Condo Apt Apartment,2200,500-599,C9418250
35 Hayden St 413 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9415536
327 King St W 608 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10426821
9 Tecumseth St 212 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10417301
33 Frederick Todd Way 413 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10420015
127 Broadway Ave 1008 Toronto,1+1,1,Condo Apt Apartment,2200,500-599,C10422717
90 Glen Everest Rd 116 Toronto,1+1,1,Condo Apt Apartment,2200,600-699,E9417654
90 Canon Jackson Dr TH 111 Toronto,1,1,Condo Townhouse Apartment,2200,500-599,W9505757
250 Lawrence Ave W 418 Toronto,1+1,1,Condo Apt Apartment,2200,500-599,C10424139
10 Laidlaw St 710 Toronto,1+1,1,Condo Townhouse Apartment,2200,500-599,W9378898
12 Bonnycastle St 721 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10365057
311 Richmond St E 901 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10432117
58 Marine Parade Dr 328 Toronto,1,1,Condo Apt Apartment,2200,0-499,W10417997
87 Peter St 1803 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10424591
51 Trolley Cres 1110 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10409337
195 McCaul St 209 Toronto,1+1,1,Condo Apt Apartment,2200,500-599,C9770520
10 Graphophone Grve 806 Toronto,1,1,Condo Apt Apartment,2200,500-599,W9354033
127 Broadway Ave 314 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10432205
425 Front St E 811 Toronto,1+1,1,Condo Apt Apartment,2200,500-599,C9418042
155 Legion Rd 1812 Toronto,1,1,Condo Apt Apartment,2200,500-599,W10422107
425 FRONT St E 711 Toronto,1+1,1,Condo Apt Apartment,2200,500-599,C9508601
25 Oxley St 803 Toronto,1,1,Condo Apt Apartment,2200,500-599,C9378627
219 Dundas St E Ph106 Toronto,1+1,1,Condo Apt Apartment,2200,500-599,C9390631
327 King St W 901 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9510797
195 McCaul St 615 Toronto,1+1,1,Condo Apt Apartment,2200,500-599,C10413423
77 Shuter St 2511 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10433149
50 Ordnance St 904 Toronto,1,1,Condo Apt Apartment,2200,500-599,C9416789
105 Victoria St Lph4 Toronto,1,1,Condo Apt Apartment,2200,600-699,C9344215
25 Richmond St E 308 Toronto,1,1,Comm Element Condo Apartment,2200,0-499,C10884981
195 McCaul St 223 Toronto,1,1,Condo Apt Apartment,2200,500-599,C9742227
571 Prince Edward Dr N 401 Toronto,1,1,Comm Element Condo Apartment,2200,500-599,W10431056
3 Michael Power Pl 1801 Toronto,1,1,Condo Apt Apartment,2200,500-599,W10885000
45 Baseball Pl 1003 Toronto,1,1,Condo Apt Apartment,2200,500-599,E10418374
5039 Finch Ave E 107 Toronto,1,1,Condo Apt Apartment,2200,600-699,E10417543
50 Power St 405 Toronto,1+1,1,Condo Apt Apartment,2200,500-599,C10423519
11 Brunel Crt 4905 Toronto,1,1,Condo Apt Apartment,2200,500-599,C9767816
82 Dalhousie St 3906 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10365622
1410 Dupont St 702 Toronto,1,1,Condo Apt Apartment,2200,500-599,W10413097
5 Soudan Ave N 909 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10416180
158 Front St E 1310 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10425734
377 Madison Ave 523 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9385582
99 Broadway Ave 3607 Toronto,1+1,1,Condo Apt Apartment,2200,0-499,C10426132
99 Broadway Ave 2812 Toronto,1,1,Condo Apt Apartment,2200,500-599,C9513527
715 Don Mills Rd 1005 Toronto,1+1,1,Condo Apt Apartment,2200,600-699,C10416830
90 Broadview Ave 513 Toronto,1,1,Condo Apt Loft,2200,0-499,E10221817
400 Adelaide St E 1612 Toronto,1,1,Condo Apt Apartment,2200,600-699,C10430583
9 Tecumseth St 508 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10441173
127 Broadway Ave 1710 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10431949
138 Downes St 3116 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10415756
117 Broadway Ave 610 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10432697
11 Brunel Crt 5109 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10427986
20 O'neill Rd 431 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10403187
8 Tippett Rd 503 Toronto,1,1,Condo Apt Apartment,2200,500-599,C9362809
5 St Joseph St 1206 Toronto,1,1,Condo Apt Apartment,2200,500-599,C9510311
36 Zorra St 329 Toronto,1,1,Condo Apt Apartment,2200,500-599,W10440984
1 Market St 2807 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9514474
33 Frederick Todd Way 431 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10426140
357 King St W 2804 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10849513
20 Edward St 1519 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9509262
111 St Clair Ave W 603 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10426122
20 Bruyeres Mews 513 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10440632
99 Broadway Ave 613 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10429869
36 Park Lawn Rd 3804 Toronto,1,1,Condo Apt Apartment,2200,500-599,W9303869
60 Orchid Place Dr 11 Toronto,1,1,Condo Townhouse Stacked Townhse,2200,500-599,E9379472
16 McAdam Ave 511 Toronto,1,1,Condo Apt Apartment,2200,0-499,W9512927
2150 Lawrence Ave 1606 Toronto,1+1,1,Condo Apt Apartment,2200,600-699,E10431679
127 Broadway Ave 1104 Toronto,1+1,1,Condo Apt Apartment,2200,500-599,C10441268
319 Jarvis St LPH03 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9512453
15 Lower Jarvis St 2902 Toronto,1,1,Condo Apt Apartment,2200,500-599,C9362270
5 Defries St 3007 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9250348
132 Berkeley St 221 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9767462
215 Queen St W 1701 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9796172
15 Iceboat Terr 2001 Toronto,1+0,1,Condo Apt Apartment,2200,500-599,C10416896
15 Bruyeres Mews 312 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10412429
127 Broadway Ave 1004 Toronto,1+1,1,Condo Apt Apartment,2200,500-599,C10427189
6127 Steeles Ave W Toronto,1,1,Condo Apt Apartment,2200,1000-1199,W9234973
2033 Kennedy Rd 1002 Toronto,1,1,Condo Apt Apartment,2200,0-499,E9768432
30 Meadowglen Pl 507 Toronto,1,1,Condo Apt Apartment,2200,0-499,E10404818
501 Yonge St 4104 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9395874
96 St Patrick St 511 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10411605
25 Richmond St E 2313 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10874769
60 Princess St 353 SE Toronto,1,1,Condo Apt Apartment,2200,500-599,C10424827
863 St. Clair Ave W 202 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10432363
195 McCaul St 222 Toronto,1,1,Condo Apt Apartment,2200,500-599,C9723957
319 Jarvis St 4805 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10402903
17 Dundonald St 510 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9364966
77 Mutual St 2006 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9769551
1787 St Clair Ave W 717 Toronto,1+1,1,Condo Apt Multi-Level,2200,500-599,W9350447
955 Bay St 418 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10477029
135 East Liberty St 1109 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9769904
33 Charles St E 2312 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9386396
50 Charles St E 1608 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10432488
2369 Danforth Ave 811 Toronto,1,1,Condo Apt Apartment,2200,0-499,E9471552
3 Market St 210 Toronto,1+1,1,Condo Apt Apartment,2200,500-599,C10417047
251 Jarvis St 2601 Toronto,1,1,Condo Apt Apartment,2200,600-699,C9769779
33 Helendale Ave 1111 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10415858
478 Caledonia Rd 305 Toronto,1,1,Condo Apt Apartment,2200,500-599,W8477360
30 Inn On The Park Dr 4206 Toronto,1,1,Condo Apt Apartment,2200,500-599,C9343912
127 Broadway Ave 2006 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10874755
87 Peter St 3415 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10463637
195 McCaul St 712 Toronto,1+1,1,Condo Apt Apartment,2200,500-599,C10417111
1910 Lakeshore Blvd 806 Toronto,1,1,Condo Apt Apartment,2200,500-599,W9385489
3091 Dufferin St 803 Toronto,1,1,Condo Apt Apartment,2200,0-499,W10427746
111 St Clair Ave W 323 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10424203
238 Simcoe St 1602 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9507137
219 Dundas St E 705 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10415661
238 Simcoe St 3603 Toronto,1,1,Condo Apt Apartment,2200,500-599,C10433290
1420 Dupont St 901 Toronto,1+1,1,Condo Apt Apartment,2200,500-599,W10929187
82 Dalhousie St 3105 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10428748
127 Broadway Ave 316s Toronto,1,1,Condo Apt Apartment,2200,500-599,C10424379
126 Simcoe St 1402 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9506849
77 Mutual St 1903 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9300948
42 Charles St E 4706 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9416838
238 Simcoe St 2402 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10402695
560 King St W 416 Toronto,1,1,Condo Apt Apartment,2200,0-499,C10884943
500 Sherbourne St 2701 Toronto,1,1,Condo Apt Apartment,2200,500-599,C9389653
275 Village Green Sq 1519 Toronto,1,1,Condo Apt Apartment,2200,500-599,E10428897
18 Rean 224 Toronto,1,1,Condo Apt Apartment,2200,0-499,C9508326
318 Richmond St W 614 Toronto,1+0,1,Condo Apt Apartment,2200,500-599,C9768309
38 Joe Shuster Way 327 Toronto,1,1,Condo Apt Apartment,2200,500-599,C9505767
318 Richmond St W 2404 Toronto,1,1,Condo Apt Apartment,2215,500-599,C10405750
55 Ontario St 1707 Toronto,1,1,Condo Apt Apartment,2225,0-499,C10419804
185 Roehampton Ave 610 Toronto,1+1,1,Condo Apt Apartment,2225,500-599,C9418436
68 Canterbury Pl 1603 Toronto,1,1,Condo Apt Apartment,2230,500-599,C10929157
775 King St W 1008 Toronto,1,1,Condo Apt Apartment,2230,500-599,C10434137
325 Yorkland Blvd 3001 Toronto,1,1,Condo Apt Apartment,2233,0-499,C9511051
28 Wellesley St E 2105 Toronto,1,1,Condo Apt Apartment,2240,0-499,C9986664
127 Broadway Ave 708 Toronto,1+1,1,Condo Apt Apartment,2240,500-599,C10416051
1410 Dupont St 1907 Toronto,1,1,Condo Apt Apartment,2243,500-599,W9868343
2525 Bathurst St 605 Toronto,1,1,Condo Apt Apartment,2245,0-499,C10404928
763 Woodbine Ave 401 Toronto,1,1,Other Apartment,2245,500-599,E10417195
30 Tretti Way 629 Toronto,1,1,Condo Apt Apartment,2245,500-599,C9391362
2525 Bathurst St 304 Toronto,1,1,Condo Apt Apartment,2245,500-599,C9512479
215 Queen St W 1802 Toronto,1+1,1,Condo Apt Apartment,2249,0-499,C9388437
1461 Lawrence Ave W 1811 Toronto,1,1,Condo Apt Apartment,2249,0-499,W9349183
8 Eglinton Ave 3203 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10874696
14 York St 2111 Toronto,1,1,Comm Element Condo Apartment,2250,500-599,C10854796
111 Bathurst St 413 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10431108
121 Lower Sherbourne St 460 SW Toronto,1+1,2,Condo Apt Apartment,2250,500-599,C9402002
2201 Kingston Rd 117 Toronto,1,1,Condo Apt Apartment,2250,600-699,E9468493
50 Power St 512 Toronto,1+1,1,Condo Apt Apartment,2250,500-599,C10408244
425 FRONT St E 415 Toronto,1+1,1,Condo Apt Apartment,2250,500-599,C9418017
863 St. Clair Ave W 502 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10433490
4955 Yonge St 718 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9418513
19 Bathurst St 815 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10418502
38 Dan Leckie Way 2606 Toronto,1,1,Condo Apt Apartment,2250,600-699,C9378277
57 St. Joseph St 2908 Toronto,1,1,Condo Apt Apartment,2250,0-499,C10423466
6 Humberline Dr 319 Toronto,1+1,1,Condo Apt Apartment,2250,800-899,W10441528
90 Stadium Rd 613 Toronto,1,1,Condo Apt Apartment,2250,500-599,C9395595
169 Fort York Blvd 319 Toronto,1,1,Condo Apt Apartment,2250,500-599,C9415695
33 Helendale Ave 1306 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9394266
159 Dundas St E 2904 Toronto,1,1,Condo Apt Apartment,2250,500-599,C9509643
151 Dan Leckie Way 541 Toronto,1+1,1,Condo Apt Apartment,2250,600-699,C10408655
2221 Yonge St 3907 Toronto,1,1,Condo Apt Apartment,2250,0-499,C10418554
195 McCaul St 313 Toronto,1+1,1,Condo Apt Apartment,2250,500-599,C9364577
1030 King St W 936 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9508847
30 Herons Hill Way 1904 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9395855
161 Roehampton Ave 1005 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10416155
55 Ann O'Reilly Rd 1003 Toronto,1,1,Condo Apt Apartment,2250,500-599,C9352482
15 Holmes Ave 1906 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9371233
243 Perth Ave 210 Toronto,1,1,Condo Apt Apartment,2250,500-599,W10430815
135 East Liberty St 1809 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9365012
1928 Lake Shore Blvd W 2315 Toronto,1,1,Condo Apt Apartment,2250,0-499,W10415373
31 Bales Ave 1109 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10845470
80 Esther Lorrie Dr 717 Toronto,1,1,Condo Apt Apartment,2250,500-599,W9399053
2033 Kennedy Rd 1102 Toronto,1,1,Condo Apt Apartment,2250,0-499,E10417126
323 Richmond St E 1114 Toronto,1,1,Condo Apt Apartment,2250,500-599,C9512250
12 Bonnycastle St 723 Toronto,1,1,Condo Apt Apartment,2250,500-599,C9360038
127 Broadway Ave 402 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10421407
327 King St W 1401 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9349003
2031 Kennedy Rd 2319 Toronto,1,1,Condo Apt Apartment,2250,0-499,E10408105
250 Lawrence Ave W 601 Toronto,1,1,Condo Apt Apartment,2250,0-499,C10415206
