address,beds,baths,type,price,sqft,listing#,sqft_min,sqft_max,sqft_avg,Type,Style
414 Jarvis St E 207 Toronto,1,1,Co-Op Apt Apartment,1930,500-599,C9390221,500,599,549.5,Co-Op Apartment,Apartment
1 Triller Ave 207 Toronto,1,1,Condo Apt Apartment,1945,500-599,W9767885,500,599,549.5,Condo Apartment,Apartment
195 McCaul St 1309 Toronto,1,1,Condo Apt Apartment,1950,0-499,C10426054,0,499,249.5,Condo Apartment,Apartment
77 Shuter St 2015 Toronto,1,1,Condo Apt Bachelor/Studio,1950,0-499,C10424330,0,499,249.5,Condo Apartment,Bachelor/Studio
2362 Islington Ave 14 Toronto,1,1,Comm Element Condo 2-Storey,1950,600-699,W9379783,600,699,649.5,Common Element Condo,2-Storey
127 Broadway Ave 302 Toronto,1,1,Condo Apt Apartment,1950,0-499,C10422618,0,499,249.5,Condo Apartment,Apartment
781 St Clair Ave W 5 Toronto,1,1,Other Apartment,1950,0-499,C10874895,0,499,249.5,Other,Apartment
500 Wilson Ave 637 Toronto,1,1,Condo Apt Apartment,1950,0-499,C10707946,0,499,249.5,Condo Apartment,Apartment
127 Broadway Ave 1507 Toronto,1,1,Condo Apt Apartment,1950,500-599,C10433377,500,599,549.5,Condo Apartment,Apartment
117 Broadway Ave 308 Toronto,1,1,Condo Apt Apartment,1975,0-499,C10707743,0,499,249.5,Condo Apartment,Apartment
420 Eglinton Ave E 301 Toronto,1,1,Condo Apt Apartment,1975,500-599,C10431315,500,599,549.5,Condo Apartment,Apartment
191 St George St 804 Toronto,1,1,Condo Apt Apartment,1975,600-699,C9374627,600,699,649.5,Condo Apartment,Apartment
2515 Eglinton Ave W 301 Toronto,1,1,Condo Apt Apartment,1975,600-699,W9012948,600,699,649.5,Condo Apartment,Apartment
77 SHUTER St 1915 Toronto,1,1,Condo Apt Apartment,1980,0-499,C10411546,0,499,249.5,Condo Apartment,Apartment
127 Broadway Ave 1610 Toronto,1,1,Condo Apt Apartment,1980,500-599,C10429969,500,599,549.5,Condo Apartment,Apartment
117 BROADWAY Ave N 311 Toronto,1,1,Condo Apt Apartment,1995,0-499,C10430564,0,499,249.5,Condo Apartment,Apartment
1 Triller Ave 308 Toronto,1,1,Condo Apt Apartment,1995,500-599,W9767851,500,599,549.5,Condo Apartment,Apartment
630 Queen St E 416 Toronto,1,1,Condo Apt Apartment,1995,500-599,E10411321,500,599,549.5,Condo Apartment,Apartment
1401 Dupont St 227 Toronto,1,1,Condo Apt Apartment,1999,500-599,W9262276,500,599,549.5,Condo Apartment,Apartment
105 The Queensway 409 Toronto,1,1,Condo Apt Apartment,1999,500-599,W10427461,500,599,549.5,Condo Apartment,Apartment
9 Croham Rd 215 Toronto,1,1,Condo Apt Apartment,1999,500-599,W10423955,500,599,549.5,Condo Apartment,Apartment
9 Croham Rd 314 Toronto,1,1,Condo Apt Apartment,1999,500-599,W10423930,500,599,549.5,Condo Apartment,Apartment
2895 Bathurst St 309 Toronto,1,1,Co-Op Apt Apartment,1999,700-799,C10428584,700,799,749.5,Co-Op Apartment,Apartment
3 Swift Dr 409 Toronto,1,1,Other Apartment,2000,700-799,C10424653,700,799,749.5,Other,Apartment
219 Dundas St E 2215 Toronto,1,1,Condo Apt Apartment,2000,500-599,C10273551,500,599,549.5,Condo Apartment,Apartment
251 Jarvis St 318 Toronto,1,1,Condo Apt Apartment,2000,0-499,C10427807,0,499,249.5,Condo Apartment,Apartment
1401 Dupont St 123 Toronto,1,1,Co-Ownership Apt Apartment,2000,500-599,W9393500,500,599,549.5,Co-Ownership Apartment,Apartment
887 bay St 1612 Toronto,1+1,1,Comm Element Condo Apartment,2000,1000-1199,C10428088,1000,1199,1099.5,Common Element Condo,Apartment
195 McCaul St 419 Toronto,1,1,Condo Apt Apartment,2000,0-499,C9416149,0,499,249.5,Condo Apartment,Apartment
399 Dupont St 202 Toronto,1,1,Condo Apt Apartment,2000,0-499,C9923406,0,499,249.5,Condo Apartment,Apartment
117 Broadway Ave 312 Toronto,1,1,Condo Apt Apartment,2000,500-599,C10421088,500,599,549.5,Condo Apartment,Apartment
230 Simcoe St 2213 Toronto,1,1,Condo Apt Apartment,2000,0-499,C10432517,0,499,249.5,Condo Apartment,Apartment
65 St Mary St 2502 Toronto,1,1,Condo Apt Apartment,2000,800-899,C9392190,800,899,849.5,Condo Apartment,Apartment
20 Meadowglen Pl 634 Toronto,1,1,Condo Apt Apartment,2000,500-599,E10400941,500,599,549.5,Condo Apartment,Apartment
127 Broadway Ave 1006 Toronto,1,1,Condo Apt Apartment,2000,500-599,C10422638,500,599,549.5,Condo Apartment,Apartment
896 Eglinton Ave E 110 Toronto,1,1,Condo Apt Apartment,2000,600-699,C10403078,600,699,649.5,Condo Apartment,Apartment
1195 The Queensway 209 Toronto,1,1,Condo Apt Apartment,2000,500-599,W10407681,500,599,549.5,Condo Apartment,Apartment
1195 The Queensway 208 Toronto,1,1,Condo Apt Apartment,2000,500-599,W10412593,500,599,549.5,Condo Apartment,Apartment
230 Simcoe St 2220 Toronto,1,1,Condo Apt Apartment,2000,0-499,C10845423,0,499,249.5,Condo Apartment,Apartment
1401 Dupont St 232 Toronto,1,1,Co-Op Apt Apartment,2000,500-599,W9393114,500,599,549.5,Co-Op Apartment,Apartment
1407 Dupont St 202 Toronto,1,1,Co-Op Apt Apartment,2000,500-599,W10440524,500,599,549.5,Co-Op Apartment,Apartment
165 Cosburn Ave 602 Toronto,1,1,Condo Apt Apartment,2000,800-899,E10441771,800,899,849.5,Condo Apartment,Apartment
719 Lawrence Ave W 49 Toronto,1,1,Condo Townhouse 2-Storey,2000,600-699,W9385544,600,699,649.5,Condo Townhouse,2-Storey
103 The Queensway 1211 Toronto,1,1,Condo Apt Apartment,2000,0-499,W10404583,0,499,249.5,Condo Apartment,Apartment
127 Broadway Ave 616S Toronto,1,1,Condo Apt Apartment,2000,500-599,C10422614,500,599,549.5,Condo Apartment,Apartment
11 Wincott Dr 602 Toronto,1,1,Condo Apt Apartment,2000,900-999,W10431061,900,999,949.5,Condo Apartment,Apartment
500 Wilson Ave 627 Toronto,1+1,1,Condo Apt Apartment,2000,0-499,C10421917,0,499,249.5,Condo Apartment,Apartment
195 McCaul St 603 Toronto,1,1,Condo Apt Apartment,2000,500-599,C9391768,500,599,549.5,Condo Apartment,Apartment
130 River St 3006 Toronto,1,1,Comm Element Condo Bachelor/Studio,2000,0-499,C9418078,0,499,249.5,Common Element Condo,Bachelor/Studio
117 Broadway Ave 406 Toronto,1,1,Condo Apt Apartment,2000,500-599,C10429677,500,599,549.5,Condo Apartment,Apartment
126 Dundas St E 202 Toronto,1,1,Upper Level Apartment,2000,500-599,C10402964,500,599,549.5,Upper Level,Apartment
425 front St E 704 Toronto,1,1,Condo Apt Apartment,2000,0-499,C9418401,0,499,249.5,Condo Apartment,Apartment
230 Simcoe St 2121 Toronto,1,1,Condo Apt Apartment,2000,0-499,C10429351,0,499,249.5,Condo Apartment,Apartment
30 Gloucester St 1903 Toronto,1,1,Co-Ownership Apt Apartment,2000,600-699,C10424393,600,699,649.5,Co-Ownership Apartment,Apartment
90 Glen Everest Rd 704 Toronto,1,1,Condo Apt Apartment,2000,0-499,E10423301,0,499,249.5,Condo Apartment,Apartment
1401 Dupont St 206 Toronto,1+1,1,Condo Apt Apartment,2000,600-699,W9800625,600,699,649.5,Condo Apartment,Apartment
127 Broadway Ave 614S Toronto,1,1,Condo Apt Apartment,2000,500-599,C10430936,500,599,549.5,Condo Apartment,Apartment
629 King St W 710 Toronto,1,1,Condo Apt Apartment,2000,500-599,C10415747,500,599,549.5,Condo Apartment,Apartment
68 Corporate Dr 1523 Toronto,1,1,Co-Op Apt Apartment,2000,600-699,E10429428,600,699,649.5,Co-Op Apartment,Apartment
230 Simcoe St 2211 Toronto,1+0,1,Condo Apt Apartment,2000,0-499,C10429881,0,499,249.5,Condo Apartment,Apartment
195 McCaul St 1214 Toronto,1,1,Condo Apt Apartment,2000,0-499,C10416884,0,499,249.5,Condo Apartment,Apartment
2470 Eglinton Ave W 106 Toronto,1,1,Condo Apt Apartment,2000,700-799,W10874727,700,799,749.5,Condo Apartment,Apartment
215 Queen St W 1406 Toronto,1,1,Condo Apt Apartment,2000,0-499,C9418929,0,499,249.5,Condo Apartment,Apartment
2737 Keele St 215 Toronto,1,1,Condo Apt Apartment,2000,500-599,W9377439,500,599,549.5,Condo Apartment,Apartment
195 McCaul St 1414 Toronto,1,1,Condo Apt Apartment,2000,0-499,C10430477,0,499,249.5,Condo Apartment,Apartment
319 Jarvis St 2005 Toronto,1,1,Condo Apt Apartment,2025,0-499,C9356775,0,499,249.5,Condo Apartment,Apartment
270 Dufferin St N 922 Toronto,1,1,Condo Apt Apartment,2050,0-499,C9874033,0,499,249.5,Condo Apartment,Apartment
117 Broadway Ave 404 Toronto,1,1,Condo Apt Apartment,2050,500-599,C10426144,500,599,549.5,Condo Apartment,Apartment
127 Broadway Ave N 709 S Toronto,1,1,Condo Apt Apartment,2050,500-599,C10418904,500,599,549.5,Condo Apartment,Apartment
500 Wilson Ave 619 Toronto,1,1,Condo Apt Apartment,2050,0-499,C10415561,0,499,249.5,Condo Apartment,Apartment
425 Front St E 803 Toronto,1,1,Condo Apt Apartment,2050,0-499,C9508499,0,499,249.5,Condo Apartment,Apartment
251 Jarvis St 420 Toronto,1,1,Condo Apt Apartment,2050,500-599,C10707907,500,599,549.5,Condo Apartment,Apartment
117 Broadway Ave 512 Toronto,1,1,Condo Apt Apartment,2050,500-599,C10422814,500,599,549.5,Condo Apartment,Apartment
215 Queen St W 1106 Toronto,1,1,Condo Apt Apartment,2050,0-499,C9393977,0,499,249.5,Condo Apartment,Apartment
68 Shuter St 1601 Toronto,1,1,Condo Apt Apartment,2050,500-599,C10412058,500,599,549.5,Condo Apartment,Apartment
629 King St W 1318 Toronto,1,1,Condo Apt Apartment,2050,0-499,C10406137,0,499,249.5,Condo Apartment,Apartment
117 BROADWAY Ave N 611 Toronto,1,1,Condo Apt Apartment,2050,0-499,C10442681,0,499,249.5,Condo Apartment,Apartment
29 Singer Crt 1906 Toronto,1,1,Condo Apt Apartment,2050,0-499,C9512859,0,499,249.5,Condo Apartment,Apartment
270 Dufferin St 325 Toronto,1,1,Condo Apt Apartment,2050,0-499,W9375222,0,499,249.5,Condo Apartment,Apartment
117 Broadway Ave 606 Toronto,1,1,Condo Apt Apartment,2050,500-599,C10430707,500,599,549.5,Condo Apartment,Apartment
1285 Dupont St N 2108 Toronto,1,1,Condo Apt Apartment,2050,0-499,W9512984,0,499,249.5,Condo Apartment,Apartment
1285 DuPont St 2707 Toronto,1,1,Condo Apt Apartment,2050,500-599,W10874939,500,599,549.5,Condo Apartment,Apartment
117 Broadway Ave 604 Toronto,1,1,Condo Apt Apartment,2050,500-599,C10416431,500,599,549.5,Condo Apartment,Apartment
195 McCaul St 708 Toronto,1,1,Condo Apt Apartment,2050,500-599,C9394844,500,599,549.5,Condo Apartment,Apartment
251 Jarvis St 3001 Toronto,1,1,Condo Apt Apartment,2050,0-499,C10768546,0,499,249.5,Condo Apartment,Apartment
500 Wilson Ave 727 Toronto,1+1,1,Condo Apt Apartment,2050,0-499,C10440532,0,499,249.5,Condo Apartment,Apartment
35 Hayden St 615 Toronto,1,1,Condo Apt Apartment,2050,500-599,C9768083,500,599,549.5,Condo Apartment,Apartment
215 Queen St W 1915 Toronto,1,1,Condo Apt Multi-Level,2050,0-499,C10416663,0,499,249.5,Condo Apartment,Multi-Level
42 Charles St E 703 Toronto,1,1,Condo Apt Apartment,2050,0-499,C9372793,0,499,249.5,Condo Apartment,Apartment
127 Broadway Ave 1310 Toronto,1,1,Condo Apt Apartment,2050,500-599,C10428810,500,599,549.5,Condo Apartment,Apartment
251 Jarvis St 934 Toronto,1,1,Condo Apt Apartment,2050,500-599,C10428833,500,599,549.5,Condo Apartment,Apartment
2789 Eglinton Ave E 434 Toronto,1,1,Condo Townhouse Stacked Townhse,2050,500-599,E10446888,500,599,549.5,Condo Townhouse,Stacked Townhse
1285 Dupont St 808 Toronto,1,1,Condo Apt Apartment,2050,500-599,W9419964,500,599,549.5,Condo Apartment,Apartment
195 McCaul St 312 Toronto,1+1,1,Condo Apt Loft,2050,500-599,C9349647,500,599,549.5,Condo Apartment,Loft
500 Dupont St 612 Toronto,1,1,Condo Apt Apartment,2050,0-499,C9382946,0,499,249.5,Condo Apartment,Apartment
1442 Lawrence Ave W 1011 Toronto,1,1,Condo Apt Apartment,2075,700-799,W9399446,700,799,749.5,Condo Apartment,Apartment
1285 Dupont St 706 Toronto,1,1,Condo Apt Apartment,2075,500-599,W9375153,500,599,549.5,Condo Apartment,Apartment
127 Broadway Ave N 610 S Toronto,1,1,Condo Apt Apartment,2075,500-599,C10442871,500,599,549.5,Condo Apartment,Apartment
181 Dundas St E 3008 Toronto,1,1,Condo Apt Apartment,2075,0-499,C10415368,0,499,249.5,Condo Apartment,Apartment
219 Dundas St E 1115 Toronto,1,1,Condo Apt Apartment,2080,500-599,C10845515,500,599,549.5,Condo Apartment,Apartment
165 Canon Jackson Dr 508 Toronto,1,1,Condo Apt Apartment,2090,500-599,W9416321,500,599,549.5,Condo Apartment,Apartment
721 Lawrence Ave W 67 Toronto,1,2,Condo Townhouse Stacked Townhse,2090,500-599,W9381561,500,599,549.5,Condo Townhouse,Stacked Townhse
108 PETER St 815 Toronto,1,1,Condo Apt Apartment,2095,0-499,C10874894,0,499,249.5,Condo Apartment,Apartment
1 Falaise Rd 405 Toronto,1,1,Condo Apt Apartment,2099,500-599,E10428974,500,599,549.5,Condo Apartment,Apartment
392 Jane St 102 Toronto,1,1,Condo Apt Apartment,2099,700-799,W10413206,700,799,749.5,Condo Apartment,Apartment
127 Broadway Ave 415 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10417675,500,599,549.5,Condo Apartment,Apartment
1285 Dupont St 2208 Toronto,1,1,Condo Apt Loft,2100,500-599,W10420818,500,599,549.5,Condo Apartment,Loft
1461 Lawrence Ave W 1303 Toronto,1,1,Condo Apt Apartment,2100,0-499,W10929178,0,499,249.5,Condo Apartment,Apartment
150 Sudbury St 812 Toronto,1,1,Condo Apt Loft,2100,500-599,C10408606,500,599,549.5,Condo Apartment,Loft
320 Richmond St E 1518 Toronto,1,1,Condo Apt Apartment,2100,500-599,C9370472,500,599,549.5,Condo Apartment,Apartment
319 Jarvis St 4305 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9510548,0,499,249.5,Condo Apartment,Apartment
195 McCaul St 1313 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10440951,0,499,249.5,Condo Apartment,Apartment
127 Broadway Ave 1207 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10441539,500,599,549.5,Condo Apartment,Apartment
2 Gladstone Ave 208 Toronto,1,1,Condo Apt Loft,2100,500-599,C9372776,500,599,549.5,Condo Apartment,Loft
1195 The Queensway 610 Toronto,1,1,Condo Apt Apartment,2100,500-599,W9416474,500,599,549.5,Condo Apartment,Apartment
402 The East Mall 119 Toronto,1,1,Condo Townhouse Stacked Townhse,2100,500-599,W10428574,500,599,549.5,Condo Townhouse,Stacked Townhse
4K Spadina Ave 1018 Toronto,1,1,Condo Apt Apartment,2100,600-699,C10406214,600,699,649.5,Condo Apartment,Apartment
77 Shuter St 2901 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10405715,500,599,549.5,Condo Apartment,Apartment
195 Redpath Ave 1513 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9391094,0,499,249.5,Condo Apartment,Apartment
32 Camden St 508 Toronto,1,1,Condo Apt Loft,2100,0-499,C9399786,0,499,249.5,Condo Apartment,Loft
195 Mccaul St 403 Toronto,1,1,Condo Apt Apartment,2100,500-599,C9377016,500,599,549.5,Condo Apartment,Apartment
2791 Eglinton Ave E 507 Toronto,1,1,Condo Townhouse Stacked Townhse,2100,500-599,E9394060,500,599,549.5,Condo Townhouse,Stacked Townhse
127 Broadway Ave 502 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10417144,500,599,549.5,Condo Apartment,Apartment
39 Roehampton Ave 304 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10893865,0,499,249.5,Condo Apartment,Apartment
1 Mallory Gdns 28 Toronto,1,1,Condo Apt Apartment,2100,600-699,C9752135,600,699,649.5,Condo Apartment,Apartment
58 Orchard View Blvd 609 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10405950,0,499,249.5,Condo Apartment,Apartment
195 Redpath Ave 2602 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10477024,0,499,249.5,Condo Apartment,Apartment
319 Jarvis St 4205 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9395137,0,499,249.5,Condo Apartment,Apartment
181 Dundas St E 2807 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10423688,0,499,249.5,Condo Apartment,Apartment
160 Kingsway Cres 703 Toronto,1+1,1,Condo Apt Apartment,2100,500-599,W10425259,500,599,549.5,Condo Apartment,Apartment
500 Wilson Ave 442 Toronto,1+1,1,Condo Apt Apartment,2100,0-499,C10422094,0,499,249.5,Condo Apartment,Apartment
425 Front St E 506 Toronto,1,1,Comm Element Condo Apartment,2100,500-599,C9770092,500,599,549.5,Common Element Condo,Apartment
10 Laidlaw St 717 Toronto,1,1,Condo Townhouse Stacked Townhse,2100,500-599,W9419304,500,599,549.5,Condo Townhouse,Stacked Townhse
117 Broadway Ave 1306S Toronto,1,1,Condo Apt Apartment,2100,500-599,C10441742,500,599,549.5,Condo Apartment,Apartment
101 Erskine Ave 2306 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9509539,0,499,249.5,Condo Apartment,Apartment
159 Dundas St E 1902 Toronto,1,1,Condo Apt Apartment,2100,500-599,C9983258,500,599,549.5,Condo Apartment,Apartment
215 Queen St W 606 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9302827,0,499,249.5,Condo Apartment,Apartment
560 King St W 212 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9396274,0,499,249.5,Condo Apartment,Apartment
2404 Queen St 41 Toronto,1,1,Condo Apt Apartment,2100,500-599,E9419971,500,599,549.5,Condo Apartment,Apartment
70 Town Centre Crt 1405 Toronto,1+1,1,Condo Apt Apartment,2100,600-699,E9565575,600,699,649.5,Condo Apartment,Apartment
227 Sterling Rd 200 Toronto,1,1,Condo Apt Loft,2100,700-799,C10430249,700,799,749.5,Condo Apartment,Loft
385 Osler St 306 Toronto,1,1,Condo Apt Apartment,2100,500-599,W10290928,500,599,549.5,Condo Apartment,Apartment
21 Lawren Harris Sq 1104 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10422477,500,599,549.5,Condo Apartment,Apartment
319 Jarvis St 5005 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10408984,0,499,249.5,Condo Apartment,Apartment
195 McCaul St 1413 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10423567,0,499,249.5,Condo Apartment,Apartment
90 Glen Everest Rd 616 Toronto,1+1,1,Condo Apt Apartment,2100,500-599,E9850531,500,599,549.5,Condo Apartment,Apartment
8 Hillsdale Ave E 740 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10411604,0,499,249.5,Condo Apartment,Apartment
117 Broadway Ave 407 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10421056,500,599,549.5,Condo Apartment,Apartment
399 Dupont St 205 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10424894,0,499,249.5,Condo Apartment,Apartment
1051 Victoria Park Ave 2 Toronto,1,1,Condo Apt Apartment,2100,0-499,E8477594,0,499,249.5,Condo Apartment,Apartment
36 Lisgar St 802E Toronto,1,1,Condo Apt Apartment,2100,0-499,C10707866,0,499,249.5,Condo Apartment,Apartment
60 Shuter St 2612 Toronto,1+1,1,Condo Apt Apartment,2100,500-599,C9393006,500,599,549.5,Condo Apartment,Apartment
125 Redpath Ave 1613 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10426808,0,499,249.5,Condo Apartment,Apartment
185 Alberta Ave 401 Toronto,1,1,Condo Apt Apartment,2100,500-599,C9416842,500,599,549.5,Condo Apartment,Apartment
425 Front St E 618 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10431545,500,599,549.5,Condo Apartment,Apartment
9 Tecumseth St 305 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10228344,500,599,549.5,Condo Apartment,Apartment
388 Brown's Line 1 Toronto,1,1,Condo Apt Apartment,2100,500-599,W9284947,500,599,549.5,Condo Apartment,Apartment
82 Dalhousie St 1002 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9344819,0,499,249.5,Condo Apartment,Apartment
31 Tippett Rd 903 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10428346,0,499,249.5,Condo Apartment,Apartment
101 Erskine Ave 1306 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9510905,0,499,249.5,Condo Apartment,Apartment
185 Alberta Ave 204 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10420814,0,499,249.5,Condo Apartment,Apartment
2031 Kennedy Rd #1823 Toronto,1,1,Condo Apt Apartment,2100,0-499,E9362665,0,499,249.5,Condo Apartment,Apartment
608 Richmond St. W 307 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9419855,0,499,249.5,Condo Apartment,Apartment
38 The Esplanade 901 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9976116,0,499,249.5,Condo Apartment,Apartment
125 Redpath Ave 908 Toronto,1,1,Condo Apt Apartment,2100,500-599,C9768257,500,599,549.5,Condo Apartment,Apartment
5 Soudan Ave 915 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10405776,0,499,249.5,Condo Apartment,Apartment
2A Church St 1303 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10426120,0,499,249.5,Condo Apartment,Apartment
127 Broadway Ave 1406S Toronto,1,1,Condo Apt Apartment,2100,500-599,C10430911,500,599,549.5,Condo Apartment,Apartment
2791 Eglington Ave 513 Toronto,1,1,Condo Townhouse Stacked Townhse,2100,500-599,E9512044,500,599,549.5,Condo Townhouse,Stacked Townhse
238 Simcoe St N 2902 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10425538,0,499,249.5,Condo Apartment,Apartment
90 Glen Everest Rd N 306 Toronto,1,1,Condo Apt Apartment,2100,600-699,E10375862,600,699,649.5,Condo Apartment,Apartment
2020 Bathurst St 517 Toronto,1,1,Condo Apt Apartment,2100,500-599,C9241322,500,599,549.5,Condo Apartment,Apartment
117 Broadway Ave 504N Toronto,1,1,Condo Apt Apartment,2100,500-599,C10432097,500,599,549.5,Condo Apartment,Apartment
210 Simcoe St 2209 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9389076,0,499,249.5,Condo Apartment,Apartment
127 Broadway Ave 617 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10417250,0,499,249.5,Condo Apartment,Apartment
117 BROADWAY Ave 405 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10421246,500,599,549.5,Condo Apartment,Apartment
195 McCaul St 315 Toronto,1+1,1,Condo Apt Apartment,2100,500-599,C9390639,500,599,549.5,Condo Apartment,Apartment
127 Broadway Ave 408 Toronto,1,1,Condo Apt Apartment,2100,600-699,C10427340,600,699,649.5,Condo Apartment,Apartment
319 Jarvis St 505 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9383998,0,499,249.5,Condo Apartment,Apartment
77 SHUTER St 1715 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10410479,0,499,249.5,Condo Apartment,Apartment
357 King St W 1904 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10409799,500,599,549.5,Condo Apartment,Apartment
195 McCaul St 523 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10425616,500,599,549.5,Condo Apartment,Apartment
783 Bathurst St 502 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10410350,0,499,249.5,Condo Apartment,Apartment
100 Dalhousie St 1506 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9506335,0,499,249.5,Condo Apartment,Apartment
921 Midland Ave 206 Toronto,1,1,Condo Apt Apartment,2100,600-699,E10477040,600,699,649.5,Condo Apartment,Apartment
36 Lisgar St 1107E Toronto,1+1,1,Condo Apt Apartment,2100,600-699,C10442505,600,699,649.5,Condo Apartment,Apartment
1285 Dupont St 609 Toronto,1+1,1,Condo Apt Apartment,2100,600-699,W9371766,600,699,649.5,Condo Apartment,Apartment
1 Mallory Gdns 2 Toronto,1,1,Condo Apt Apartment,2100,600-699,C9514066,600,699,649.5,Condo Apartment,Apartment
105 The Queensway Ave 1309 Toronto,1,1,Condo Apt Apartment,2100,0-499,W10231386,0,499,249.5,Condo Apartment,Apartment
15 Maplewood Ave 910 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9372988,0,499,249.5,Condo Apartment,Apartment
181 Dundas St E 2607 Toronto,1,1,Condo Apt Apartment,2125,0-499,C10414377,0,499,249.5,Condo Apartment,Apartment
238 simcoe St 702 Toronto,1,1,Comm Element Condo Apartment,2125,500-599,C9349476,500,599,549.5,Common Element Condo,Apartment
195 McCaul St 711 Toronto,1+1,1,Condo Apt Apartment,2145,500-599,C10427727,500,599,549.5,Condo Apartment,Apartment
17 Zorra St 2005 Toronto,1,1,Condo Apt Apartment,2149,500-599,W10414953,500,599,549.5,Condo Apartment,Apartment
310 Lonsdale Rd 03 Toronto,1,1,Condo Apt Apartment,2149,500-599,C10426576,500,599,549.5,Condo Apartment,Apartment
127 Broadway Ave 410S Toronto,1,1,Condo Apt Apartment,2149,500-599,C10422268,500,599,549.5,Condo Apartment,Apartment
9 Tecumseth St 901 Toronto,1,1,Condo Apt Apartment,2149,0-499,C9769729,0,499,249.5,Condo Apartment,Apartment
77 Shuter St 2207 Toronto,1,1,Condo Apt Apartment,2150,500-599,C9230154,500,599,549.5,Condo Apartment,Apartment
60 Shuter St 2010 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10927891,0,499,249.5,Condo Apartment,Apartment
425 Front St E 701 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10405243,0,499,249.5,Condo Apartment,Apartment
3655 kingston Rd 706 Toronto,1,1,Condo Apt Apartment,2150,500-599,E9364498,500,599,549.5,Condo Apartment,Apartment
50 Power St 1806 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10425281,500,599,549.5,Condo Apartment,Apartment
38 Joe Shuster Way 1908 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10430296,0,499,249.5,Condo Apartment,Apartment
9 Mabelle Ave 1217 Toronto,1,1,Condo Apt Apartment,2150,500-599,W10427753,500,599,549.5,Condo Apartment,Apartment
127 Broadway Ave 1210 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10428881,500,599,549.5,Condo Apartment,Apartment
90 Glen Everest Rd 401 Toronto,1+1,2,Condo Apt Apartment,2150,600-699,E10413156,600,699,649.5,Condo Apartment,Apartment
5 Mabelle Ave 831 Toronto,1,1,Condo Apt Apartment,2150,500-599,W10413374,500,599,549.5,Condo Apartment,Apartment
195 McCaul St 513 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C9389149,500,599,549.5,Condo Apartment,Apartment
50 Bruyeres Mews 509 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10425772,500,599,549.5,Condo Apartment,Apartment
82 DALHOUSIE St 1116 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10419038,0,499,249.5,Condo Apartment,Apartment
38 Monte Kwinter Crt 727 Toronto,1+1,1,Condo Apt Apartment,2150,0-499,C9508470,0,499,249.5,Condo Apartment,Apartment
195 McCaul St 309 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C10412911,500,599,549.5,Condo Apartment,Apartment
