address,beds,baths,type,price,sqft,listing#,sqft_min,sqft_max,sqft_avg,Type,Style,Lat,Lon
195 McCaul St 1313 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10440951,0,499,249.5,Condo Apartment,Apartment,43.65607,-79.3920585
127 Broadway Ave 1207 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10441539,500,599,549.5,Condo Apartment,Apartment,43.7109296,-79.3916966
2 Gladstone Ave 208 Toronto,1,1,Condo Apt Loft,2100,500-599,C9372776,500,599,549.5,Condo Apartment,Loft,43.6449316,-79.4280303
1195 The Queensway 610 Toronto,1,1,Condo Apt Apartment,2100,500-599,W9416474,500,599,549.5,Condo Apartment,Apartment,43.639081,-79.4496683
402 The East Mall 119 Toronto,1,1,Condo Townhouse Stacked Townhse,2100,500-599,W10428574,500,599,549.5,Condo Townhouse,Stacked Townhse,43.6119309,-79.5437523
4K Spadina Ave 1018 Toronto,1,1,Condo Apt Apartment,2100,600-699,C10406214,600,699,649.5,Condo Apartment,Apartment,43.6409568,-79.3936777
77 Shuter St 2901 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10405715,500,599,549.5,Condo Apartment,Apartment,43.654819,-79.3753414
195 Redpath Ave 1513 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9391094,0,499,249.5,Condo Apartment,Apartment,43.710144,-79.3932145
32 Camden St 508 Toronto,1,1,Condo Apt Loft,2100,0-499,C9399786,0,499,249.5,Condo Apartment,Loft,43.6472973,-79.3972875
195 Mccaul St 403 Toronto,1,1,Condo Apt Apartment,2100,500-599,C9377016,500,599,549.5,Condo Apartment,Apartment,43.65607,-79.3920585
2791 Eglinton Ave E 507 Toronto,1,1,Condo Townhouse Stacked Townhse,2100,500-599,E9394060,500,599,549.5,Condo Townhouse,Stacked Townhse,43.7368979,-79.2451323
127 Broadway Ave 502 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10417144,500,599,549.5,Condo Apartment,Apartment,43.7109296,-79.3916966
39 Roehampton Ave 304 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10893865,0,499,249.5,Condo Apartment,Apartment,43.7079926,-79.3981145
1 Mallory Gdns 28 Toronto,1,1,Condo Apt Apartment,2100,600-699,C9752135,600,699,649.5,Condo Apartment,Apartment,43.6910304,-79.3963822
58 Orchard View Blvd 609 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10405950,0,499,249.5,Condo Apartment,Apartment,43.7070263,-79.4069908
195 Redpath Ave 2602 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10477024,0,499,249.5,Condo Apartment,Apartment,43.710144,-79.3932145
319 Jarvis St 4205 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9395137,0,499,249.5,Condo Apartment,Apartment,43.6598054,-79.3755088
181 Dundas St E 2807 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10423688,0,499,249.5,Condo Apartment,Apartment,43.6570484,-79.3739306
160 Kingsway Cres 703 Toronto,1+1,1,Condo Apt Apartment,2100,500-599,W10425259,500,599,549.5,Condo Apartment,Apartment,43.6565573,-79.5048379
500 Wilson Ave 442 Toronto,1+1,1,Condo Apt Apartment,2100,0-499,C10422094,0,499,249.5,Condo Apartment,Apartment,43.732208,-79.4584257
425 Front St E 506 Toronto,1,1,Comm Element Condo Apartment,2100,500-599,C9770092,500,599,549.5,Common Element Condo,Apartment,43.6528094,-79.3568785
10 Laidlaw St 717 Toronto,1,1,Condo Townhouse Stacked Townhse,2100,500-599,W9419304,500,599,549.5,Condo Townhouse,Stacked Townhse,43.6397783,-79.4266497
117 Broadway Ave 1306S Toronto,1,1,Condo Apt Apartment,2100,500-599,C10441742,500,599,549.5,Condo Apartment,Apartment,43.7100942,-79.3963964
101 Erskine Ave 2306 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9509539,0,499,249.5,Condo Apartment,Apartment,43.7114706,-79.3953672
159 Dundas St E 1902 Toronto,1,1,Condo Apt Apartment,2100,500-599,C9983258,500,599,549.5,Condo Apartment,Apartment,43.65678,-79.374946
215 Queen St W 606 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9302827,0,499,249.5,Condo Apartment,Apartment,43.6503428,-79.3878063
560 King St W 212 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9396274,0,499,249.5,Condo Apartment,Apartment,43.6501398,-79.3761593
2404 Queen St 41 Toronto,1,1,Condo Apt Apartment,2100,500-599,E9419971,500,599,549.5,Condo Apartment,Apartment,43.6529083,-79.3794575
70 Town Centre Crt 1405 Toronto,1+1,1,Condo Apt Apartment,2100,600-699,E9565575,600,699,649.5,Condo Apartment,Apartment,43.773697,-79.2555798
227 Sterling Rd 200 Toronto,1,1,Condo Apt Loft,2100,700-799,C10430249,700,799,749.5,Condo Apartment,Loft,43.6567126,-79.4463524
385 Osler St 306 Toronto,1,1,Condo Apt Apartment,2100,500-599,W10290928,500,599,549.5,Condo Apartment,Apartment,43.6736928,-79.4608079
21 Lawren Harris Sq 1104 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10422477,500,599,549.5,Condo Apartment,Apartment,43.6548964,-79.3546101
319 Jarvis St 5005 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10408984,0,499,249.5,Condo Apartment,Apartment,43.6598054,-79.3755088
195 McCaul St 1413 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10423567,0,499,249.5,Condo Apartment,Apartment,43.65607,-79.3920585
90 Glen Everest Rd 616 Toronto,1+1,1,Condo Apt Apartment,2100,500-599,E9850531,500,599,549.5,Condo Apartment,Apartment,43.7030414,-79.2524652
8 Hillsdale Ave E 740 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10411604,0,499,249.5,Condo Apartment,Apartment,43.7073052,-79.378449
117 Broadway Ave 407 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10421056,500,599,549.5,Condo Apartment,Apartment,43.7108124,-79.3922776
399 Dupont St 205 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10424894,0,499,249.5,Condo Apartment,Apartment,43.67352,-79.4119485
1051 Victoria Park Ave 2 Toronto,1,1,Condo Apt Apartment,2100,0-499,E8477594,0,499,249.5,Condo Apartment,Apartment,43.688967,-79.2873655
36 Lisgar St 802E Toronto,1,1,Condo Apt Apartment,2100,0-499,C10707866,0,499,249.5,Condo Apartment,Apartment,43.6418865,-79.4230726
60 Shuter St 2612 Toronto,1+1,1,Condo Apt Apartment,2100,500-599,C9393006,500,599,549.5,Condo Apartment,Apartment,43.6551341,-79.3762169
125 Redpath Ave 1613 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10426808,0,499,249.5,Condo Apartment,Apartment,43.7099627,-79.3936224
185 Alberta Ave 401 Toronto,1,1,Condo Apt Apartment,2100,500-599,C9416842,500,599,549.5,Condo Apartment,Apartment,43.6802992,-79.4335881
425 Front St E 618 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10431545,500,599,549.5,Condo Apartment,Apartment,43.6493251,-79.3718111
9 Tecumseth St 305 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10228344,500,599,549.5,Condo Apartment,Apartment,43.6410623,-79.404294
388 Brown's Line 1 Toronto,1,1,Condo Apt Apartment,2100,500-599,W9284947,500,599,549.5,Condo Apartment,Apartment,43.6100589,-79.548919
82 Dalhousie St 1002 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9344819,0,499,249.5,Condo Apartment,Apartment,43.6550326,-79.375873
31 Tippett Rd 903 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10428346,0,499,249.5,Condo Apartment,Apartment,43.733034,-79.4466016
101 Erskine Ave 1306 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9510905,0,499,249.5,Condo Apartment,Apartment,43.7114706,-79.3953672
185 Alberta Ave 204 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10420814,0,499,249.5,Condo Apartment,Apartment,43.6802992,-79.4335881
2031 Kennedy Rd #1823 Toronto,1,1,Condo Apt Apartment,2100,0-499,E9362665,0,499,249.5,Condo Apartment,Apartment,43.7717499,-79.2829632
608 Richmond St. W 307 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9419855,0,499,249.5,Condo Apartment,Apartment,43.64673,-79.4028545
38 The Esplanade 901 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9976116,0,499,249.5,Condo Apartment,Apartment,43.6469894,-79.3747223
125 Redpath Ave 908 Toronto,1,1,Condo Apt Apartment,2100,500-599,C9768257,500,599,549.5,Condo Apartment,Apartment,43.7041148,-79.3913949
5 Soudan Ave 915 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10405776,0,499,249.5,Condo Apartment,Apartment,43.7044767,-79.3972634
2A Church St 1303 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10426120,0,499,249.5,Condo Apartment,Apartment,54.6701623,-1.6912923
127 Broadway Ave 1406S Toronto,1,1,Condo Apt Apartment,2100,500-599,C10430911,500,599,549.5,Condo Apartment,Apartment,43.7100942,-79.3963964
2791 Eglington Ave 513 Toronto,1,1,Condo Townhouse Stacked Townhse,2100,500-599,E9512044,500,599,549.5,Condo Townhouse,Stacked Townhse,43.70011,-79.4163
238 Simcoe St N 2902 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10425538,0,499,249.5,Condo Apartment,Apartment,43.6507964,-79.3875622
90 Glen Everest Rd N 306 Toronto,1,1,Condo Apt Apartment,2100,600-699,E10375862,600,699,649.5,Condo Apartment,Apartment,43.7005737,-79.2532316
2020 Bathurst St 517 Toronto,1,1,Condo Apt Apartment,2100,500-599,C9241322,500,599,549.5,Condo Apartment,Apartment,43.6400792,-79.4011346
117 Broadway Ave 504N Toronto,1,1,Condo Apt Apartment,2100,500-599,C10432097,500,599,549.5,Condo Apartment,Apartment,43.7092585,-79.3966387
210 Simcoe St 2209 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9389076,0,499,249.5,Condo Apartment,Apartment,43.652504,-79.388429
127 Broadway Ave 617 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10417250,0,499,249.5,Condo Apartment,Apartment,43.7109296,-79.3916966
117 BROADWAY Ave 405 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10421246,500,599,549.5,Condo Apartment,Apartment,43.7108124,-79.3922776
195 McCaul St 315 Toronto,1+1,1,Condo Apt Apartment,2100,500-599,C9390639,500,599,549.5,Condo Apartment,Apartment,43.65607,-79.3920585
127 Broadway Ave 408 Toronto,1,1,Condo Apt Apartment,2100,600-699,C10427340,600,699,649.5,Condo Apartment,Apartment,43.7109296,-79.3916966
319 Jarvis St 505 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9383998,0,499,249.5,Condo Apartment,Apartment,43.6598054,-79.3755088
77 SHUTER St 1715 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10410479,0,499,249.5,Condo Apartment,Apartment,43.654819,-79.3753414
357 King St W 1904 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10409799,500,599,549.5,Condo Apartment,Apartment,43.6457388,-79.3924508
195 McCaul St 523 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10425616,500,599,549.5,Condo Apartment,Apartment,43.65607,-79.3920585
783 Bathurst St 502 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10410350,0,499,249.5,Condo Apartment,Apartment,43.6645226,-79.4107852
100 Dalhousie St 1506 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9506335,0,499,249.5,Condo Apartment,Apartment,43.656796,-79.3767423
921 Midland Ave 206 Toronto,1,1,Condo Apt Apartment,2100,600-699,E10477040,600,699,649.5,Condo Apartment,Apartment,43.73596,-79.2579307
36 Lisgar St 1107E Toronto,1+1,1,Condo Apt Apartment,2100,600-699,C10442505,600,699,649.5,Condo Apartment,Apartment,43.6418865,-79.4230726
1285 Dupont St 609 Toronto,1+1,1,Condo Apt Apartment,2100,600-699,W9371766,600,699,649.5,Condo Apartment,Apartment,43.6644714,-79.4587047
1 Mallory Gdns 2 Toronto,1,1,Condo Apt Apartment,2100,600-699,C9514066,600,699,649.5,Condo Apartment,Apartment,43.6910304,-79.3963822
105 The Queensway Ave 1309 Toronto,1,1,Condo Apt Apartment,2100,0-499,W10231386,0,499,249.5,Condo Apartment,Apartment,43.6296822,-79.4868682
15 Maplewood Ave 910 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9372988,0,499,249.5,Condo Apartment,Apartment,43.6860643,-79.4214536
181 Dundas St E 2607 Toronto,1,1,Condo Apt Apartment,2125,0-499,C10414377,0,499,249.5,Condo Apartment,Apartment,43.6570484,-79.3739306
238 simcoe St 702 Toronto,1,1,Comm Element Condo Apartment,2125,500-599,C9349476,500,599,549.5,Common Element Condo,Apartment,43.6539939,-79.3890561
195 McCaul St 711 Toronto,1+1,1,Condo Apt Apartment,2145,500-599,C10427727,500,599,549.5,Condo Apartment,Apartment,43.65607,-79.3920585
17 Zorra St 2005 Toronto,1,1,Condo Apt Apartment,2149,500-599,W10414953,500,599,549.5,Condo Apartment,Apartment,43.621142,-79.5219084
310 Lonsdale Rd 03 Toronto,1,1,Condo Apt Apartment,2149,500-599,C10426576,500,599,549.5,Condo Apartment,Apartment,43.6920919,-79.3961728
127 Broadway Ave 410S Toronto,1,1,Condo Apt Apartment,2149,500-599,C10422268,500,599,549.5,Condo Apartment,Apartment,43.7100942,-79.3963964
9 Tecumseth St 901 Toronto,1,1,Condo Apt Apartment,2149,0-499,C9769729,0,499,249.5,Condo Apartment,Apartment,43.6410623,-79.404294
77 Shuter St 2207 Toronto,1,1,Condo Apt Apartment,2150,500-599,C9230154,500,599,549.5,Condo Apartment,Apartment,43.654819,-79.3753414
60 Shuter St 2010 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10927891,0,499,249.5,Condo Apartment,Apartment,43.6551341,-79.3762169
425 Front St E 701 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10405243,0,499,249.5,Condo Apartment,Apartment,43.6528094,-79.3568785
3655 kingston Rd 706 Toronto,1,1,Condo Apt Apartment,2150,500-599,E9364498,500,599,549.5,Condo Apartment,Apartment,43.6760936,-79.3054922
50 Power St 1806 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10425281,500,599,549.5,Condo Apartment,Apartment,43.6544024,-79.3629876
38 Joe Shuster Way 1908 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10430296,0,499,249.5,Condo Apartment,Apartment,43.6404401,-79.4245716
9 Mabelle Ave 1217 Toronto,1,1,Condo Apt Apartment,2150,500-599,W10427753,500,599,549.5,Condo Apartment,Apartment,43.6455866,-79.5274171
127 Broadway Ave 1210 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10428881,500,599,549.5,Condo Apartment,Apartment,43.7109296,-79.3916966
90 Glen Everest Rd 401 Toronto,1+1,2,Condo Apt Apartment,2150,600-699,E10413156,600,699,649.5,Condo Apartment,Apartment,43.7030414,-79.2524652
5 Mabelle Ave 831 Toronto,1,1,Condo Apt Apartment,2150,500-599,W10413374,500,599,549.5,Condo Apartment,Apartment,43.6455866,-79.5274171
195 McCaul St 513 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C9389149,500,599,549.5,Condo Apartment,Apartment,43.65607,-79.3920585
50 Bruyeres Mews 509 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10425772,500,599,549.5,Condo Apartment,Apartment,43.6376942,-79.4021259
82 DALHOUSIE St 1116 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10419038,0,499,249.5,Condo Apartment,Apartment,43.6534002,-79.3752099
38 Monte Kwinter Crt 727 Toronto,1+1,1,Condo Apt Apartment,2150,0-499,C9508470,0,499,249.5,Condo Apartment,Apartment,43.7333418,-79.4480605
195 McCaul St 309 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C10412911,500,599,549.5,Condo Apartment,Apartment,43.65607,-79.3920585
77 Mutual St 907 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10442494,0,499,249.5,Condo Apartment,Apartment,43.6560864,-79.3752239
260 Sackville St 312 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10404864,500,599,549.5,Condo Apartment,Apartment,43.661483,-79.3636256
55 Ontario St 901 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10407007,0,499,249.5,Condo Apartment,Apartment,43.653071,-79.3662295
565 Yonge St 4FL Toronto,1,1,Other Multi-Level,2150,700-799,C9767918,700,799,749.5,Other,Multi-Level,43.6499676,-79.3760872
161 Roehampton Ave 233 Toronto,1,1,Comm Element Condo Apartment,2150,0-499,C10414482,0,499,249.5,Common Element Condo,Apartment,43.7088207,-79.3940449
195 McCaul St 213 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C10416236,500,599,549.5,Condo Apartment,Apartment,43.6553048,-79.3918483
403 Church St 711 Toronto,1,1,Condo Apt Apartment,2150,500-599,C9752014,500,599,549.5,Condo Apartment,Apartment,54.6701623,-1.6912923
90 Glen Everest Rd 403 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,E10440591,500,599,549.5,Condo Apartment,Apartment,43.7030414,-79.2524652
127 Broadway Ave 1408 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C10441095,500,599,549.5,Condo Apartment,Apartment,43.7109296,-79.3916966
1787 St. Clair Ave W 907 Toronto,1,1,Condo Apt Apartment,2150,0-499,W10431363,0,499,249.5,Condo Apartment,Apartment,43.6734721,-79.4619044
90 Glen Everest Rd 409 Toronto,1,1,Condo Apt Apartment,2150,500-599,E10432816,500,599,549.5,Condo Apartment,Apartment,43.7005737,-79.2532316
320 Richmond St E 502 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10426126,500,599,549.5,Condo Apartment,Apartment,43.6536235,-79.3686525
5 Mabelle Ave 334 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,W9398721,500,599,549.5,Condo Apartment,Apartment,43.6455866,-79.5274171
621 Sheppard Ave E 530 Toronto,1,1,Condo Apt Apartment,2150,500-599,C9770177,500,599,549.5,Condo Apartment,Apartment,43.7992894,-79.1466105
127 Broadway Ave 702 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10424717,0,499,249.5,Condo Apartment,Apartment,43.7109296,-79.3916966
219 Dundas St E 1505 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10411596,500,599,549.5,Condo Apartment,Apartment,43.657314,-79.373234
225 Sumach St 2401 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10428793,500,599,549.5,Condo Apartment,Apartment,43.6611896,-79.3600293
16 Brookers Lane 604 Toronto,1,1,Condo Apt Apartment,2150,0-499,W9513968,0,499,249.5,Condo Apartment,Apartment,43.626938,-79.477801
117 Broadway Ave 507 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10428741,500,599,549.5,Condo Apartment,Apartment,43.7108124,-79.3922776
181 Dundas St 5007 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10893779,0,499,249.5,Condo Apartment,Apartment,43.6570484,-79.3739306
3474 Yonge St 124 Toronto,1,1,Condo Apt Apartment,2150,0-499,C9510101,0,499,249.5,Condo Apartment,Apartment,43.6499676,-79.3760872
140 BERRY Rd 4 Toronto,1,1,Condo Apt Apartment,2150,600-699,W10413019,600,699,649.5,Condo Apartment,Apartment,43.6369958,-79.4895774
560 King St W 323 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10428468,500,599,549.5,Condo Apartment,Apartment,43.6392151,-79.4260299
108 Peter St 1015 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10432669,0,499,249.5,Condo Apartment,Apartment,43.6476319,-79.3934535
195 McCaul St 212 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C10442769,500,599,549.5,Condo Apartment,Apartment,43.65607,-79.3920585
361 Front St W 512 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C10428635,500,599,549.5,Condo Apartment,Apartment,43.6431912,-79.3913725
195 McCaul St 316 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C9390662,500,599,549.5,Condo Apartment,Apartment,43.65607,-79.3920585
195 McCaul St 514 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C9382644,500,599,549.5,Condo Apartment,Apartment,43.65607,-79.3920585
127 Broadway Ave 2004S Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C10845383,500,599,549.5,Condo Apartment,Apartment,43.7100942,-79.3963964
425 Front St E 615 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C9392002,500,599,549.5,Condo Apartment,Apartment,43.6528094,-79.3568785
68 Shuter St 508 Toronto,1,1,Condo Apt Apartment,2150,0-499,C9256085,0,499,249.5,Condo Apartment,Apartment,43.6551918,-79.375681
425 Front St E 604 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C10405511,500,599,549.5,Condo Apartment,Apartment,43.6528094,-79.3568785
230 Simcoe St 1536 Toronto,1,1,Condo Apt Apartment,2150,0-499,C9384253,0,499,249.5,Condo Apartment,Apartment,43.6535682,-79.3888769
1808 St Clair Ave W 605 Toronto,1,1,Condo Apt Apartment,2150,500-599,W10440821,500,599,549.5,Condo Apartment,Apartment,43.6739527,-79.4622995
150 Logan Ave 540 Toronto,1,1,Condo Apt Apartment,2150,500-599,E10282954,500,599,549.5,Condo Apartment,Apartment,43.665768,-79.3446361
2791 Eglinton East Ave 510 Toronto,1,1,Condo Townhouse Stacked Townhse,2150,500-599,E10424709,500,599,549.5,Condo Townhouse,Stacked Townhse,43.7368979,-79.2451323
127 Broadway Ave 1707 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10431700,500,599,549.5,Condo Apartment,Apartment,43.7109296,-79.3916966
403 Church St 1210 Toronto,1,1,Condo Apt Apartment,2150,0-499,C9924791,0,499,249.5,Condo Apartment,Apartment,54.6701623,-1.6912923
39 Brant St 207 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10422821,0,499,249.5,Condo Apartment,Apartment,43.6465184,-79.3981156
127 Broadway Ave 1304S Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C10425982,500,599,549.5,Condo Apartment,Apartment,43.7100942,-79.3963964
195 McCaul St 1112 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10411608,500,599,549.5,Condo Apartment,Apartment,43.65607,-79.3920585
238 Simcoe St 2702 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10404919,0,499,249.5,Condo Apartment,Apartment,43.6539939,-79.3890561
319 Carlaw Ave 805 Toronto,1,1,Condo Apt Loft,2150,500-599,E9419485,500,599,549.5,Condo Apartment,Loft,43.6642278,-79.3411709
990 Avenue Rd 208 Toronto,1,1,Condo Apt Apartment,2150,500-599,C9419053,500,599,549.5,Condo Apartment,Apartment,43.7037191,-79.4083543
400 Adelaide St E 2011 Toronto,1,1,Condo Apt Apartment,2150,600-699,C9363238,600,699,649.5,Condo Apartment,Apartment,54.660979,-1.6760831
82 Dalhousie St N 4216 Toronto,1,1,Condo Apt Apartment,2150,0-499,C9366309,0,499,249.5,Condo Apartment,Apartment,43.6534002,-79.3752099
425 front St E 303 Toronto,1,1,Condo Apt Apartment,2150,500-599,C9415764,500,599,549.5,Condo Apartment,Apartment,43.6528094,-79.3568785
195 McCaul St 1512 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10442645,500,599,549.5,Condo Apartment,Apartment,43.65607,-79.3920585
38 Monte Kwinter Crt 104 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10425927,500,599,549.5,Condo Apartment,Apartment,43.7333418,-79.4480605
60 Shuter St 1512 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C10040707,500,599,549.5,Condo Apartment,Apartment,43.6551341,-79.3762169
352 Front St W 1419 Toronto,1+1,1,Condo Apt Multi-Level,2150,500-599,C10433119,500,599,549.5,Condo Apartment,Multi-Level,43.6435691,-79.3921855
44 St. Joseph St 1011 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10442688,500,599,549.5,Condo Apartment,Apartment,43.665761,-79.387565
