"listing-card__contact-button href","Listing price","Verified","Updated","Bed","Bathroom","sqft","Address","listing-card__details-link href"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=56&sort=cheapest#","$2650","","","1.5","1","760","6 Sonic way, Toronto, ON","https://rentals.ca/toronto/6-sonic-way-1"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=57&sort=cheapest#","$2650","Verified","","1.5","1","550","125 Blue Jays Way, Toronto, ON","https://rentals.ca/toronto/125-blue-jays"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=57&sort=cheapest#","$2695","","Recently Updated!","1.5","1","750","50 John Street, Toronto, ON","https://rentals.ca/toronto/50-john-street-id909788"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=57&sort=cheapest#","$2695","","Recently Updated!","1.5","1","760","50 John Street, Toronto, ON","https://rentals.ca/toronto/50-john-street-id909784"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=57&sort=cheapest#","$2699","","6 hours ago","2","2","899","58 Adam Sellers Street, Markham, ON","https://rentals.ca/markham/58-adam-sellers-street"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=57&sort=cheapest#","$2700","Verified","","2","2","800","55 Charles Street East, Toronto, ON","https://rentals.ca/toronto/55-charles-street-east-id909304"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=57&sort=cheapest#","$2700","Verified","Recently Updated!","2","2","699","405 Dundas Street, Oakville, ON","https://rentals.ca/oakville/103-405-dundas-street-w"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=57&sort=cheapest#","$2700","Verified","","2","2","699","395 Dundas Street, Oakville, ON","https://rentals.ca/oakville/226-395-dundas-street-w"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=57&sort=cheapest#","$2650","","","1.5","1","647","28 Freeland Street, Toronto, ON","https://rentals.ca/toronto/28-freeland-street-id660389"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=57&sort=cheapest#","$2700","Verified","1 day ago","2","2","699","395 Dundas Street West Street, Oakville, ON","https://rentals.ca/oakville/224-395-dundas-street-west-street"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=57&sort=cheapest#","$2650","Verified","","1.5","1","650","375 King St W, Toronto, ON","https://rentals.ca/toronto/375-king-st-w-m5v-condo"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=58&sort=cheapest#","$2700","","Recently Updated!","2","2","1050","3515 Kariya Drive, Mississauga, ON","https://rentals.ca/mississauga/3515-kariya-drive-id908728"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=58&sort=cheapest#","$2700","Verified","","2","2","800","200 Lagerfeld Drive, Brampton, ON","https://rentals.ca/brampton/200-lagerfeld-drive-5"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=58&sort=cheapest#","$2700","Verified","","2","2","699","395 Dundas Street, Oakville, ON","https://rentals.ca/oakville/227-395-dundas-street-w"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=58&sort=cheapest#","$2700","Verified","","1.5","1","750","255 Richmond St E, Toronto, ON","https://rentals.ca/toronto/255-richmond-space-lofts"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=58&sort=cheapest#","$2700","Verified","","2.5","2","860","220 Victoria Street, Toronto, ON","https://rentals.ca/toronto/opus-at-pantages"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=58&sort=cheapest#","$2700","Verified","1 day ago","2","2","620","1100 Sheppard Avenue West, Toronto, ON","https://rentals.ca/toronto/1100-sheppard-avenue-west-8"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=58&sort=cheapest#","$2700","Verified","","1.5","1","675","18 Harrison Garden Boulevard, Toronto, ON","https://rentals.ca/toronto/18-harrison-garden-boulevard-2"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=58&sort=cheapest#","$2700","Verified","","2","1","800","39 Oneida Crescent, Richmond Hill, ON","https://rentals.ca/richmond-hill/39-oneida-crescent-1"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=58&sort=cheapest#","$2700","","","2","2","850","3121 Sheppard Avenue East, Toronto, ON","https://rentals.ca/toronto/3121-sheppard-avenue-east-id908517"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=58&sort=cheapest#","$2700","Verified","","2","2","599","6 DAVID EYER Road, Richmond Hill, ON","https://rentals.ca/richmond-hill/808-6-david-eyer-road"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=59&sort=cheapest#","$2700","","","1","1","700","50 Absolute Avenue, Mississauga, ON","https://rentals.ca/mississauga/50-absolute-avenue-5"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=59&sort=cheapest#","$2700","","","2","2.5","1100","770 Kingston Road, Pickering, ON","https://rentals.ca/pickering/770-kingston-road-id893914"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=59&sort=cheapest#","$2700","","Recently Updated!","1","1","605","218 Queens Quay West, Toronto, ON","https://rentals.ca/toronto/218-queens-quay-west-id813570"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=59&sort=cheapest#","$2700","","","1.5","1","540","853 Eglinton Avenue West, Toronto, ON","https://rentals.ca/toronto/853-eglinton-avenue-west"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=59&sort=cheapest#","$2700","","","2","2","1050","11 Dunsheath Way, Markham, ON","https://rentals.ca/markham/11-dunsheath-way"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=59&sort=cheapest#","$2700","","","1","1","500","65 Bremner Boulevard, Toronto, ON","https://rentals.ca/toronto/65-bremner-boulevard"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=59&sort=cheapest#","$2700","","","1","1","600","5 Saint Joseph Street, Toronto, ON","https://rentals.ca/toronto/5-saint-joseph-street-1"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=59&sort=cheapest#","$2700","","","1.5","0","583","357 King Street West, Toronto, ON","https://rentals.ca/toronto/357-king-street-west-3"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=59&sort=cheapest#","$2700","Verified","13 hours ago","2","1","750","5508 Yonge Street, Toronto, ON","https://rentals.ca/toronto/5508-yonge-street-1"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=59&sort=cheapest#","$2700","Verified","","1.5","1","680","503 Beecroft Road, Toronto, ON","https://rentals.ca/toronto/503-beecroft-road-id814919"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=60&sort=cheapest#","$2700","","","1.5","1","624","2485 Taunton Road, Oakville, ON","https://rentals.ca/oakville/2485-taunton-road-id674919"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=60&sort=cheapest#","$2700","","1 day ago","2","1","900","100 Leeward Glenway, North York, ON","https://rentals.ca/north-york/100-leeward-glenway"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=60&sort=cheapest#","$2725","Verified","","1.5","1","650","8 The Esplanade, Toronto, ON","https://rentals.ca/toronto/8-esplanade-l-tower"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=60&sort=cheapest#","$2733","","","1","1","590","15 Solidarity Way, Toronto, ON","https://rentals.ca/toronto/15-solidarity-way"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=60&sort=cheapest#","$2745","Verified","","2","2","900","3560 St Clair avenue, Scarborough, ON","https://rentals.ca/scarborough/409-3560-st-clair-ave-e-scarborough-ontario-m1k-0a9"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=60&sort=cheapest#","$2750","Verified","10 hours ago","1.5","1","587","251 Jarvis Street, Toronto, ON","https://rentals.ca/toronto/251-jarvis-street-id313986"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=60&sort=cheapest#","$2750 - $3000","Verified","","1.5","1","743","88 Scott Street, Toronto, ON","https://rentals.ca/toronto/88-scott"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=60&sort=cheapest#","$2700","","","1.5","1","703","397 Front Street West, Toronto, ON","https://rentals.ca/toronto/397-front-street-west-8"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=60&sort=cheapest#","$2700","Verified","","1.5","1","750","373 Front St, Toronto, ON","https://rentals.ca/toronto/373-front-st-w"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=60&sort=cheapest#","$2700","","","1.5","1","669","28 Freeland Street, Toronto, ON","https://rentals.ca/toronto/28-freeland-street-id652744"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=61&sort=cheapest#","$2750","","","1","1","693","11 St Joseph St, Toronto, ON","https://rentals.ca/toronto/11-st-joseph-st"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=61&sort=cheapest#","$2750","Verified","","2","1","650","251 Manitoba Street, Toronto, ON","https://rentals.ca/toronto/251-manitoba-street-6"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=61&sort=cheapest#","$2750","Verified","","1.5","1","750","181 Sheppard Avenue East, Toronto, ON","https://rentals.ca/toronto/327-181-sheppard-ave-e-toronto-ontario-m2n-3a6"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=61&sort=cheapest#","$2750","Verified","","1","1","690","1029 KING Street, Toronto, ON","https://rentals.ca/toronto/1029-king-street-w-unit-225"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=61&sort=cheapest#","$2750","","","1","1","500","120 Saint Patrick Street, Toronto, ON","https://rentals.ca/toronto/120-saint-patrick-street-id819913"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=61&sort=cheapest#","$2750","","","1","1","500","53 McCaul Street, Toronto, ON","https://rentals.ca/toronto/53-mccaul-street-id811711"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=61&sort=cheapest#","$2750","","","1.5","1.5","750","1001 Bay Street, Toronto, ON","https://rentals.ca/toronto/1001-bay-street-id891608"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=61&sort=cheapest#","$2750","Verified","","2.5","2","795","1100 Sheppard Avenue West, Toronto, ON","https://rentals.ca/toronto/1100-sheppard-avenue-west-id901357"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=61&sort=cheapest#","$2750","Verified","Recently Updated!","2","2","799","395 Dundas Street, Oakville, ON","https://rentals.ca/oakville/706-395-dundas-street-w"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=61&sort=cheapest#","$2750","Verified","1 day ago","2","2","900","395 Dundas Street West, Oakville, ON","https://rentals.ca/oakville/395-dundas-street-west-3"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=62&sort=cheapest#","$2750","","","1","1","665","750 Bay Street, Toronto, ON","https://rentals.ca/toronto/750-bay-street-id785617"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=62&sort=cheapest#","$2750","","","2","2","799","151 Village Green Square, Toronto, ON","https://rentals.ca/toronto/151-village-green-square-id775168"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=62&sort=cheapest#","$2750","","","1","1","600","410 Queens Quay West, Toronto, ON","https://rentals.ca/toronto/410-queens-quay-west"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=62&sort=cheapest#","$2750","Verified","","2","2","900","56A Lawrence Avenue East, Toronto, ON","https://rentals.ca/toronto/56a-lawrence-avenue-east"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=62&sort=cheapest#","$2750","","","1.5","1","616","12 York Street, Toronto, ON","https://rentals.ca/toronto/12-york-street-2"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=62&sort=cheapest#","$2750","","","1.5","1","696","28 Freeland Street, Toronto, ON","https://rentals.ca/toronto/28-freeland-street-id715559"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=62&sort=cheapest#","$2750","","","2","2","699","4800 Highway 7, Vaughan, ON","https://rentals.ca/vaughan/4800-highway-7"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=62&sort=cheapest#","$2750","","","2","1","692","1787 Saint Clair Avenue West, Toronto, ON","https://rentals.ca/toronto/1787-saint-clair-avenue-west-id715551"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=62&sort=cheapest#","$2750","","","2","2","850","128 Grovewood Common, Oakville, ON","https://rentals.ca/oakville/128-grovewood-common-3"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=62&sort=cheapest#","$2750","","","1.5","1.5","667","105 George Street, Toronto, ON","https://rentals.ca/toronto/105-george-street-6"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=63&sort=cheapest#","$2775","","","1","1","685","23 Brant Street, Toronto, ON","https://rentals.ca/toronto/23-brant-street-1"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=63&sort=cheapest#","$2795","Verified","","2","2","900","68 Corporate Drive, Scarborough, ON","https://rentals.ca/scarborough/2238-68-corporate-dr-scarborough-ontario-m1h-3h3"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=63&sort=cheapest#","$2795","Verified","","2","2","850","900 Saint Clair Avenue West, York, ON","https://rentals.ca/york/306-900-saint-clair-avenue-west-york-ontario-m6c-1c5"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=63&sort=cheapest#","$2799","","","1","1","530","88 Palace Pier Court, Etobicoke, ON","https://rentals.ca/etobicoke/88-palace-pier-court"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=63&sort=cheapest#","$2799","","","2","2","750","1195 The Queensway, Toronto, ON","https://rentals.ca/toronto/1195-the-queensway-id771963"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=63&sort=cheapest#","$2750","","","1.5","1","700","95 Dundas Street West, Oakville, ON","https://rentals.ca/oakville/95-dundas-street-west"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=63&sort=cheapest#","$2795","","","2","2","850","181 Wynford Drive, Toronto, ON","https://rentals.ca/toronto/181-wynford-drive-id812351"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=63&sort=cheapest#","$2750","","","2","2","850","18 Parkview Avenue, North York, ON","https://rentals.ca/north-york/18-parkview-avenue-1"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=63&sort=cheapest#","$2800","","1 day ago","1.5","2","647","195 Bonis Avenue, Toronto, ON","https://rentals.ca/toronto/195-bonis-avenue-id915062"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=63&sort=cheapest#","$2800","Verified","Recently Updated!","2","2","1199","3062 Sixth Line, Oakville, ON","https://rentals.ca/oakville/340-3062-sixth-line-w"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=64&sort=cheapest#","$2800","Verified","","2.5","2","800","14 York Street, Toronto, ON","https://rentals.ca/toronto/14-york-street-id909307"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=64&sort=cheapest#","$2800","Verified","Recently Updated!","1","1","550","4023 The Exchange, Mississauga, ON","https://rentals.ca/mississauga/the-exchange"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=64&sort=cheapest#","$2800","Verified","Recently Updated!","2","2","700","10 Meadowglen Place, Toronto, ON","https://rentals.ca/toronto/10-meadowglen-place-2"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=64&sort=cheapest#","$2800","","","2","1","640","415 Jarvis Street, Toronto, ON","https://rentals.ca/toronto/415-jarvis-street"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=64&sort=cheapest#","$2800","Verified","","2","1","700","135 Lower Sherbourne Street, Toronto, ON","https://rentals.ca/toronto/135-lower-sherbourne-street-id906022"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=64&sort=cheapest#","$2800","","","0.5","0.5","550","111 Elizabeth Street, Toronto, ON","https://rentals.ca/toronto/111-elizabeth-street-id906626"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=64&sort=cheapest#","$2800","Verified","Recently Updated!","2.5","2","1100","400 Webb Drive, Mississauga, ON","https://rentals.ca/mississauga/400-webb-drive"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=64&sort=cheapest#","$2800","","","2.5","2","707","117 Broadway Avenue, Toronto, ON","https://rentals.ca/toronto/117-broadway-avenue-4"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=64&sort=cheapest#","$2800","","Recently Updated!","2.5","2","1100","4070 Confederation Parkway, Mississauga, ON","https://rentals.ca/mississauga/4070-confederation-parkway-id909356"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=64&sort=cheapest#","$2800","Verified","","2","2","699","395 Dundas Street, Oakville, ON","https://rentals.ca/oakville/501-395-dundas-street-w"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=65&sort=cheapest#","$2800","","","2","1","840","2 Gladstone Avenue, Toronto, ON","https://rentals.ca/toronto/2-gladstone-avenue-id903489"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=65&sort=cheapest#","$2800","Verified","","2","2","801","30 Ordnance Street, Toronto, ON","https://rentals.ca/toronto/garrison-point"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=65&sort=cheapest#","$2800","","","2.5","2","940","395 Dundas Street West, Oakville, ON","https://rentals.ca/oakville/395-dundas-street-west"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=65&sort=cheapest#","$2800","Verified","Recently Updated!","2","2","900","68 Corporate Drive, Toronto, ON","https://rentals.ca/toronto/68-corporate-drive-id896158"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=65&sort=cheapest#","$2800","","Recently Updated!","1","1","550","111 Elizabeth Street, Toronto, ON","https://rentals.ca/toronto/111-elizabeth-street-id896725"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=65&sort=cheapest#","$2800","Verified","","2","2","615","82 Dalhousie Street, Toronto, ON","https://rentals.ca/toronto/82-dalhousie-street-7"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=65&sort=cheapest#","$2800","","Recently Updated!","1","1","535","111 Elizabeth Street, Toronto, ON","https://rentals.ca/toronto/111-elizabeth-street-id892389"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=65&sort=cheapest#","$2800","","","2","1.5","700","1285 Dupont Street, Toronto, ON","https://rentals.ca/toronto/1285-dupont-street-1"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=65&sort=cheapest#","$2800","Verified","","2","3","899","8 David Eyer Road, Richmond Hill, ON","https://rentals.ca/richmond-hill/1218-8-david-eyer-road"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=65&sort=cheapest#","$2800","","","1.5","1.5","665","7900 Bathurst Street, Toronto, ON","https://rentals.ca/toronto/7900-bathurst-street-1"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=66&sort=cheapest#","$2800","Verified","","2","2","750","55 Charles St, Toronto, ON","https://rentals.ca/toronto/55-charles-55c-bloor-yorkville-residences"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=66&sort=cheapest#","$2800","","","2.5","2","790","275 Village Green Square, Toronto, ON","https://rentals.ca/toronto/275-village-green-square-id887365"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=66&sort=cheapest#","$2800","","","2","2","790","3998 Quartz Rd, Mississauga, ON","https://rentals.ca/mississauga/3998-quartz-rd"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=66&sort=cheapest#","$2800","","13 hours ago","2","2","950","65 Trailwood Drive, Mississauga, ON","https://rentals.ca/mississauga/65-trailwood-drive"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=66&sort=cheapest#","$2800","","","1","1","690","397 Front Street West, Toronto, ON","https://rentals.ca/toronto/397-front-street-west-id737562"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=66&sort=cheapest#","$2800","","","2","2.5","1060","65 Attmar Drive, Brampton, ON","https://rentals.ca/brampton/65-attmar-drive"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=66&sort=cheapest#","$2800","","Recently Updated!","2.5","1","900","12 York Street, Toronto, ON","https://rentals.ca/toronto/12-york-street-id736224"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=66&sort=cheapest#","$2800","","","1.5","1","600","395 Bloor Street East, Toronto, ON","https://rentals.ca/toronto/395-bloor-street-east-1"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=66&sort=cheapest#","$2800","","","2","2","700","5 Defries Street, Toronto, ON","https://rentals.ca/toronto/5-defries-street-4"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=66&sort=cheapest#","$2800","","","1.5","1","653","88 Park Lawn Road, Toronto, ON","https://rentals.ca/toronto/88-park-lawn-road-id743197"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=67&sort=cheapest#","$2800","","","2.5","2","1200","1665 Pickering Parkway, Pickering, ON","https://rentals.ca/pickering/1665-pickering-parkway-1"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=67&sort=cheapest#","$2800","","","2","0","620","219 Dundas Street East, Toronto, ON","https://rentals.ca/toronto/219-dundas-street-east-id688197"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=67&sort=cheapest#","$2800","","","2","2","1000","2635 William Jackson Drive, Pickering, ON","https://rentals.ca/pickering/2635-william-jackson-drive-3"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=67&sort=cheapest#","$2800","","","1.5","1","600","19 Western Battery Road, Toronto, ON","https://rentals.ca/toronto/19-western-battery-road-id588195"
