Property URL,Property type,Rental price (USD per month),Living area,Living area unit,Price per living area unit (USD),Bedrooms,Bathrooms,Street address,City,Zip,State,Country
"https://www.zillow.com/b/1-bedford-rd-toronto-on-BMCPJs/","Building","","","","","","","1 Bedford Rd","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/33-bay-st-toronto-on-BMJhf8/","Building","","","","","","","33 Bay St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/719-coxwell-ave-toronto-on-CJ3MwW/","Building","","","","","","","719 Coxwell Ave","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/17-bathurst-st-toronto-on-BfcBTH/","Building","","","","","","","17 Bathurst St","Toronto","NaN","ON","USA"
"https://www.zillow.com/apartments/toronto-on/bridge/BMCMSK/","Building","","","","","","","38 Joe Shuster Way","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/16-bonnycastle-st-toronto-on-BMTJgG/","Building","","","","","","","16 Bonnycastle St","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/15-Beverley-St-505-Toronto-ON-M5T-0B3/2061975038_zpid/","Condominium","2800","","","","2","1","15 Beverley St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/224-king-st-w-toronto-on-BMCPMD/","Building","","","","","","","224 King St   W","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.666798,-79.38867_ll/","Building","","","","","","","1080 Bay St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.660595,-79.35935_ll/","Building","","","","","","","20 Tubman Ave","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.637165,-79.40473_ll/","Building","","","","","","","209 Fort York Blvd","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.64896,-79.39258_ll/","Building","","","","","","","330 Richmond St   W","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/77-Garthdale-Ct-UNIT-1-Toronto-ON-M3H-5P7/2071895623_zpid/","Apartment","2550","","","","2","1","77 Garthdale Ct","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.66115,-79.38163_ll/","Building","","","","","","","25 Carlton St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/205-hilda-ave-toronto-on-BMLL7m/","Building","","","","","","","205 Hilda Ave","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.623886,-79.479225_ll/","Building","","","","","","","33 Shore Breeze Dr","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/80-marine-parade-dr-toronto-on-BMJhQ3/","Building","","","","","","","80 Marine Parade Dr","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/77-shuter-st-toronto-on-Bbm3cV/","Building","","","","","","","77 Shuter St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/195-redpath-ave-toronto-on-C3BFZY/","Building","","","","","","","195 Redpath Ave","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/25-neighbourhood-ln-toronto-on-BwS7yk/","Building","","","","","","","25 Neighbourhood Ln","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/50-charles-st-e-toronto-on-BMKN3B/","Building","","","","","","","50 Charles St   E","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/305-Saint-Clair-Ave-E-Toronto-ON-M4T-1P3/2070244508_zpid/","Apartment","3300","","","","2","1","305 Saint Clair Ave E","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.70877,-79.3938_ll/","Building","","","","","","","161 Roehampton Ave","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.65222,-79.37087_ll/","Building","","","","","","","105 George St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.76545,-79.41419_ll/","Building","","","","","","","155 Beecroft Rd","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/7-lorraine-dr-toronto-on-BMHQkN/","Building","","","","","","","7 Lorraine Dr","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/25-richmond-st-e-toronto-on-BMKW5G/","Building","","","","","","","25 Richmond St E","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/500-Saint-Clair-Ave-W-1402-Toronto-ON-M6C-1A8/442373926_zpid/","Apartment","3200","","","","2","2","500 Saint Clair Ave W","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/3865-lake-shore-blvd-w-toronto-on-BMKYVy/","Building","","","","","","","3865 Lake Shore Blvd W  Unit 1107","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/3-13th-St-2-Toronto-ON-M8V-3H3/442398701_zpid/","Apartment","1750","300","sqft","5.83","0","1","3 13th St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/101-charles-st-e-toronto-on-BMCQgC/","Building","","","","","","","101 Charles St E","Toronto","NaN","ON","USA"
"https://www.zillow.com/apartments/toronto-on/28-freeland-st/C6MB63/","Building","","","","","","","28 Freeland St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/2433-dufferin-st-toronto-on-CYrYTX/","Building","","","","","","","2433 Dufferin St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/11-brunel-toronto-on-BMJ9Fv/","Building","","","","","","","11 Brunel Ct","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/widmer-toronto-on-BMLF2R/","Building","","","","","","","8 Widmer St Space H01","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/10-navy-wharf-ct-toronto-on-BMCQgd/","Building","","","","","","","10 Navy Wharf Ct","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/18-yonge-st-toronto-on-BMCM9z/","Building","","","","","","","18 Yonge St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/4955-yonge-st-toronto-on-CC99cG/","Building","","","","","","","4955 Yonge St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/25-oxley-st-toronto-on-BMJFgr/","Building","","","","","","","25 Oxley St","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/75-Graydon-Hall-Dr-906-Toronto-ON-M3A-3M5/2057696528_zpid/","Condominium","3600","","","","3","2","75 Graydon Hall Dr","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/20-swanwick-ave-toronto-on-BRGPLq/","Building","","","","","","","20 Swanwick Ave","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/2055-Danforth-Ave-506-Toronto-ON-M4C-1J8/2067041822_zpid/","Condominium","2550","","","","1","1","2055 Danforth Ave","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/7-grenville-st-toronto-on-BMvfBt/","Building","","","","","","","7 Grenville St","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/175-Jones-Ave-UNIT-1-Toronto-ON-M4M-3A2/2068504454_zpid/","Condominium","4900","","","","2","2","175 Jones Ave","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/119-Chaplin-Cres-Toronto-ON-M5P-1A6/2069214549_zpid/","Apartment","4500","","","","3","2","119 Chaplin Cres","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.66918,-79.38735_ll/","Building","","","","","","","21 Balmuto St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.64172,-79.3815_ll/","Building","","","","","","","12 York St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.63837,-79.3987_ll/","Building","","","","","","","75 Queens Wharf Rd","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.639805,-79.39797_ll/","Building","","","","","","","151 Dan Leckie Way","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/295-adelaide-st-w-toronto-on-BMKKPM/","Building","","","","","","","295 Adelaide St W","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.65686,-79.38367_ll/","Building","","","","","","","633 Bay St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.668037,-79.38844_ll/","Building","","","","","","","1121 Bay St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.665905,-79.38349_ll/","Building","","","","","","","17 Dundonald St","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/25-Cole-St-719-Toronto-ON-M5A-4M3/440949804_zpid/","Condominium","2100","","","","1","1","25 Cole St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/160-kingsway-cres-toronto-on-Ccttk9/","Building","","","","","","","160 Kingsway Cres","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/39-queens-quay-e-toronto-on-Byy7pt/","Building","","","","","","","39 Queens Quay E","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/85-queens-wharf-rd-toronto-on-BMCM2P/","Building","","","","","","","85 Queens Wharf Rd","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/397-front-st-w-toronto-on-BMHvNk/","Building","","","","","","","397 Front St W","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/126-simcoe-st-toronto-on-BMJmTQ/","Building","","","","","","","126 Simcoe St","Toronto","NaN","ON","USA"
"https://www.zillow.com/apartments/toronto-on/125-peter-st/BMCMHX/","Building","","","","","","","125 Peter St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/isabella-court-toronto-on-BfdSTK/","Building","","","","","","","33 Isabella St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/386-yonge-st-toronto-on-BMHmhF/","Building","","","","","","","386 Yonge St","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/816-Lansdowne-Ave-512-Toronto-ON-M6H-4K6/442395978_zpid/","Condominium","2400","","","","2","1","816 Lansdowne Ave","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/19-bathurst-st-toronto-on-BpTVjs/","Building","","","","","","","19 Bathurst St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/68-merton-st-toronto-on-BMKWZg/","Building","","","","","","","68 Merton St","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/18-Graydon-Hall-Dr-1705-Toronto-ON-M3A-0A4/2055285798_zpid/","Condominium","2850","","","","2","2","18 Graydon Hall Dr","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/5-sheppard-ave-e-toronto-on-BMJ9JY/","Building","","","","","","","5 Sheppard Ave E","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/10-muirhead-rd-toronto-on-BMMs2z/","Building","","","","","","","10 Muirhead Rd","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/1638-Bloor-St-W-305-Toronto-ON-M6P-0A6/2058883365_zpid/","Condominium","2900","","","","2","1","1638 Bloor St W","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/357-king-toronto-on-BMLDwk/","Building","","","","","","","357 King St W","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/100-harrison-garden-blvd-toronto-on-BMCMNh/","Building","","","","","","","100 Harrison Garden Blvd","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/100-harbour-st-toronto-on-BMCPQ8/","Building","","","","","","","100 Harbour St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.623516,-79.47929_ll/","Building","","","","","","","30 Shore Breeze Dr","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/2020-bathurst-st-toronto-on-CcWRbY/","Building","","","","","","","2020 Bathurst St","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/10-Old-York-Mills-Rd-214-Toronto-ON-M2P-2G9/350269470_zpid/","Condominium","2950","","","","2","1","10 Old York Mills Rd","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/41-river-street-toronto-toronto-on-C5xZsP/","Building","","","","","","","41 River St","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/214-Bathurst-St-1B-Toronto-ON-M5T-2R9/441989831_zpid/","Apartment","1995","","","","1","1","214 Bathurst St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/180-fairview-mall-dr-toronto-on-Bv96LB/","Building","","","","","","","180 Fairview Mall Dr","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/181-sheppard-ave-e-toronto-on-BMLF6Z/","Building","","","","","","","181 Sheppard Ave E","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/629-king-st-w-toronto-on-BMHPv8/","Building","","","","","","","629 King St W  Unit 1312","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/89-Church-St-1103-Toronto-ON-M5C-2G3/442395912_zpid/","Condominium","2750","","","","2","1","89 Church St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/2-anndale-dr-toronto-on-BMJ92p/","Building","","","","","","","2 Anndale Dr","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/750-bay-st-toronto-on-BMKf8y/","Building","","","","","","","750 Bay St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/17-barberry-place-toronto-on-m2k-3e2-toronto-on-BMLLJJ/","Building","","","","","","","17 Barberry Pl","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.653404,-79.36801_ll/","Building","","","","","","","323 Richmond St E","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.670086,-79.380554_ll/","Building","","","","","","","110 Charles St   E","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.765343,-79.41261_ll/","Building","","","","","","","4968 Yonge St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.652588,-79.36379_ll/","Building","","","","","","","318 King St E","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.690125,-79.29652_ll/","Building","","","","","","","53 Dawes Rd","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/710-humberwood-blvd-toronto-on-BMKW5q/","Building","","","","","","","710 Humberwood Blvd","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.662235,-79.37925_ll/","Building","","","","","","","403 Church St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/8-mercer-st-toronto-on-BMJ9ZK/","Building","","","","","","","8 Mercer St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/35-balmuto-st-toronto-on-BMJmrH/","Building","","","","","","","35 Balmuto St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/26-gibbs-rd-toronto-on-C2X38G/","Building","","","","","","","26 Gibbs Rd","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/60-Bathurst-St-UNIT-1008-Toronto-ON-M5V-2P4/2065471971_zpid/","Condominium","4000","","","","2","2","60 Bathurst St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/438-richmond-st-w-toronto-on-BMKNB5/","Building","","","","","","","438 Richmond St   W","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/39-parliament-st-toronto-on-BMMWDG/","Building","","","","","","","39 Parliament St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/2221-yonge-st-toronto-on-BMLDrv/","Building","","","","","","","2221 Yonge St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/95-mcmahon-dr-s-toronto-on-Cb5Sby/","Building","","","","","","","95 McMahon Dr   S","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.668797,-79.38397_ll/","Building","","","","","","","45 Charles St   E","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.65698,-79.355415_ll/","Building","","","","","","","51 Trolley Cres","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/80-Charles-St-E-505-Toronto-ON-M4Y-2W6/442384784_zpid/","Condominium","2600","","","","1","1","80 Charles St E","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/66-forest-manor-rd-toronto-on-BMHgyB/","Building","","","","","","","66 Forest Manor Rd","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/228-Bonis-Ave-1801-Toronto-ON-M1T-3W4/2060591113_zpid/","Condominium","3100","","","","3","2","228 Bonis Ave","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/181-dundas-st-e-toronto-on-BMscHc/","Building","","","","","","","181 Dundas St E","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.657516,-79.37677_ll/","Building","","","","","","","155 Dalhousie St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.773804,-79.41559_ll/","Building","","","","","","","68 Canterbury Pl","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.652763,-79.36657_ll/","Building","","","","","","","460 Adelaide St   E","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.66011,-79.36059_ll/","Building","","","","","","","170 Sumach St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/27-mcmahon-dr-toronto-on-By6PJ5/","Building","","","","","","","27 McMahon Dr","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.662025,-79.38654_ll/","Building","","","","","","","832 Bay St E","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/36-lee-centre-dr-toronto-on-BMLNK5/","Building","","","","","","","36 Lee Centre Dr","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/425-front-st-e-toronto-on-CgqpTS/","Building","","","","","","","425 Front St E","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/99-foxbar-rd-toronto-on-Bxb8fp/","Building","","","","","","","99 Foxbar Rd","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/35-finch-ave-e-toronto-on-BMCLxN/","Building","","","","","","","35 Finch Ave E","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/56-annie-craig-dr-toronto-on-BMJ9v2/","Building","","","","","","","56 Annie Craig Dr","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/54-Fordwich-Cres-Toronto-ON-M9W-2T5/2060940430_zpid/","Apartment","2400","","","","2","1","54 Fordwich Cres","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/2251-Dundas-St-W-Toronto-ON-M6R-1X6/2071852686_zpid/","Apartment","2200","","","","1","1","2251 Dundas St W","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.64664,-79.394264_ll/","Building","","","","","","","36 Charlotte St","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/1524-Lawrence-Ave-W-101-Toronto-ON-M6L-1B7/442373932_zpid/","Condominium","2350","","","","1","1","1524 Lawrence Ave W","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/59-annie-craig-dr-toronto-on-BMCMBt/","Building","","","","","","","59 Annie Craig Dr","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/29-queens-quay-e-toronto-on-Byw54N/","Building","","","","","","","29 Queens Quay E","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/365-Dalesford-Rd-Toronto-ON-M8Y-1H1/2054553129_zpid/","Apartment","3185","","","","2","1","365 Dalesford Rd","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/49-e-liberty-st-toronto-on-BpfxSG/","Building","","","","","","","49 E  Liberty St","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/21-Love-Cres-Toronto-ON-M4E-1V6/2057982567_zpid/","Apartment","3100","","","","2","1","21 Love Cres","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/980-yonge-st-toronto-on-BMdfjZ/","Building","","","","","","","980 Yonge St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/36-blue-jays-way-toronto-on-BMHRCP/","Building","","","","","","","36 Blue Jays Way","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.640266,-79.39601_ll/","Building","","","","","","","10 Capreol Ct","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/28-wellesley-st-e-toronto-on-BMJ3wy/","Building","","","","","","","28 Wellesley St E","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/1231-Yonge-St-301-Toronto-ON-M4T-2T8/2084740982_zpid/","Condominium","3200","","","","2","1","1231 Yonge St","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/270-Palmdale-Dr-1405-Toronto-ON-M1T-3N8/442373995_zpid/","Condominium","2700","","","","2","1","270 Palmdale Dr","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/riverside-square-toronto-on-Bsmfxv/","Building","","","","","","","30 Baseball Pl","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/55-cooper-st-toronto-on-CYYLNk/","Building","","","","","","","55 Cooper St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/501-yonge-st-toronto-on-m4y-0g8-toronto-on-BMLDsS/","Building","","","","","","","501 Yonge St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/25-town-centre-court-scarborough-on-m1p-0b4-scarborough-on-BMCMBk/","Building","","","","","","","25 Town Centre Ct","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/21-widmer-st-toronto-on-BMJrtP/","Building","","","","","","","21 Widmer St Unit 911","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/80-john-st-toronto-on-BMKG2b/","Building","","","","","","","80 John St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/55-regent-park-blvd-toronto-on-BMKHWb/","Building","","","","","","","55 Regent Park Blvd","Toronto","NaN","ON","USA"
"https://www.zillow.com/apartments/toronto-on/elm/Cdn8Dg/","Building","","","","","","","25 Dalhousie St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/61-heintzman-st-toronto-on-BMNPNc/","Building","","","","","","","61 Heintzman St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/164-cumberland-st-toronto-on-BMCMHZ/","Building","","","","","","","164 Cumberland St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/7-mabelle-ave-etobicoke-on-BT8mzP/","Building","","","","","","","7 Mabelle Ave","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.64699,-79.39225_ll/","Building","","","","","","","87 Peter St E","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/397A-Vaughan-Rd-2-Toronto-ON-M6C-2L7/442373950_zpid/","Apartment","2750","","","","2","1","397A Vaughan Rd","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/215-sherway-gardens-rd-toronto-on-BMJ48s/","Building","","","","","","","215 Sherway Gardens Rd","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/255-richmond-st-e-toronto-on-BMJFqW/","Building","","","","","","","255 Richmond St E","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/181-village-green-sq-toronto-on-BMJ9bt/","Building","","","","","","","181 Village Green Sq","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/28-pemberton-ave-toronto-on-BMCPPX/","Building","","","","","","","28 Pemberton Ave","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/2-Wesley-St-6-Toronto-ON-M8Y-2W3/2054923474_zpid/","Apartment","2420","","","","2","1","2 Wesley St","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/5233-Dundas-St-W-819-Toronto-ON-M9B-6M1/2061261151_zpid/","Condominium","2375","","","","1","1","5233 Dundas St W","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/76-shuter-st-toronto-on-BMHmgV/","Building","","","","","","","76 Shuter St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/33-charles-st-e-toronto-on-BMKKFw/","Building","","","","","","","33 Charles St E","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/6-Jackes-Ave-306-Toronto-ON-M4T-0A5/2068399790_zpid/","Condominium","7300","","","","2","2","6 Jackes Ave","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.649292,-79.370316_ll/","Building","","","","","","","112 George St   S","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.641426,-79.401215_ll/","Building","","","","","","","27 Bathurst St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.643063,-79.42813_ll/","Building","","","","","","","20 Minowan Miikan Ln","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.70423,-79.39735_ll/","Building","","","","","","","5 Soudan Ave","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.65954,-79.36851_ll/","Building","","","","","","","55 Ontario St","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.649273,-79.37469_ll/","Building","","","","","","","60 Colborne St","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/164-Melrose-St-4-Toronto-ON-M8Y-1B5/2083210405_zpid/","Apartment","1750","","","","1","1","164 Melrose St","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/6-Drummond-St-324-Toronto-ON-M8V-1Y8/2083210430_zpid/","Condominium","3300","","","","2","2","6 Drummond St","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/2449-Queen-St-E-20-Toronto-ON-M4E-1H7/442373919_zpid/","Apartment","1980","","","","2","1","2449 Queen St E","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/2451-queen-st-e-toronto-on-Cdxh9G/","Building","","","","","","","2451 Queen St E","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/89-Whitehall-Rd-LWR-Toronto-ON-M4W-2C8/442373988_zpid/","Apartment","2000","","","","1","1","89 Whitehall Rd","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/159-wellesley-st-e-toronto-on-BMLDvL/","Building","","","","","","","159 Wellesley St E","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/846-Broadview-Ave-17A-Toronto-ON-M4K-2R1/2066805100_zpid/","Apartment","2300","","","","1","1","846 Broadview Ave","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.638874,-79.39866_ll/","Building","","","","","","","85 Queens Wharf Rd","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.707523,-79.3924_ll/","Building","","","","","","","125 Redpath Ave","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/30-nelson-st-toronto-on-BMCMBB/","Building","","","","","","","30 Nelson St Unit 1101","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.641533,-79.38265_ll/","Building","","","","","","","19 Grand Trunk Cres","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/building/43.757275,-79.40935_ll/","Building","","","","","","","18 Harrison Garden Blvd","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/2200-lake-shore-boulevard-west-toronto-toronto-on-BMCPKd/","Building","","","","","","","2200 Lake Shore Blvd W  Unit 3905","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/3-southvale-dr-toronto-on-BMJFsF/","Building","","","","","","","3 Southvale Dr","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/2071-Keele-St-Toronto-ON-M6M-3Y8/2081517078_zpid/","Apartment","3495","","","","3","2","2071 Keele St","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/393-Pape-Ave-2-Toronto-ON-M4K-3P3/442368898_zpid/","Apartment","2795","","","","3","1","393 Pape Ave","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/3710-Keele-St-209-Toronto-ON-M3J-1M5/442369043_zpid/","Apartment","2295","","","","2","1","3710 Keele St","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/116-Donlands-Ave-Toronto-ON-M4J-3P4/2070804189_zpid/","Apartment","1895","","","","2","1","116 Donlands Ave","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/335-Van-Horne-Ave-Toronto-ON-M2J-2V1/439504023_zpid/","Apartment","2605","785","sqft","3.32","2","1","335 Van Horne Ave","Toronto","NaN","ON","USA"
"https://www.zillow.com/b/driftwood-apartments-toronto-on-ChdGBr/","Apartment","1999","700","sqft","2.86","1","1","101 Driftwood Ave","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/164-Grange-Ave-Toronto-ON-M5T-1E3/2055456672_zpid/","Apartment","2999","","","","3","1","164 Grange Ave","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/80-Front-St-E-407-Toronto-ON-M5E-1T4/442365881_zpid/","Condominium","3250","","","","1","1","80 Front St E","Toronto","NaN","ON","USA"
"https://www.zillow.com/homedetails/533-Richmond-St-W-PENTHOUSE-2-Toronto-ON-M5V-3Y1/442365890_zpid/","Condominium","12500","","","","3","3","533 Richmond St W  2","Toronto","NaN","ON","USA"
