Listing ID,Address,Bedrooms,Bathrooms,Living Area (sqft),Latitude,Longitude,Neighbourhood,Neighbourhood Rank,Rent Price (CAD)
C9248989,17 Bathurst St 1005 Toronto,1+0,1.0,249.5,43.6376464,-79.39901110000001,Harbourfront-CityPlace,21.0,2300.0
C9418322,761 Bay St 1707 Toronto,1+0,1.0,549.5,43.6596493,-79.3849721,Yonge-Bay Corridor,18.0,2300.0
C10422499,60 Princess St 814 SE Toronto,1+0,1.0,549.5,43.6495699,-79.36650379999999,St Lawrence-East Bayfront-The Islands,35.0,2300.0
C10420949,270 Dufferin St Toronto,1+0,1.0,249.5,43.6384128,-79.4276448,South Parkdale,144.0,2300.0
C10408718,87 Peter St E 2911 Toronto,1+0,1.0,549.5,43.6469314,-79.3924035,Wellington Place,5.0,2300.0
C9393705,425 Front St E 408 Toronto,1+1,2.0,549.5,43.6526799,-79.35710999999999,St Lawrence-East Bayfront-The Islands,35.0,2300.0
C9394408,115 McMahon Dr 2208 Toronto,1+0,1.0,249.5,43.7669863,-79.37104200000002,Bayview Village,57.0,2300.0
C10442633,15 Holmes Ave 1907 Toronto,1+0,1.0,249.5,43.777866,-79.41419429999999,Yonge-Doris,6.0,2300.0
C10441204,33 Helendale Ave 1311 Toronto,1+0,1.0,249.5,43.7087661,-79.3995613,Yonge-Eglinton,36.0,2300.0
C10325274,629 King St W 417 Toronto,1+0,1.0,549.5,43.644001,-79.4015398,Wellington Place,5.0,2300.0
C10430245,1030 King St W 105 Toronto,1+0,1.0,249.5,43.6415878,-79.415938,West Queen West,2.0,2300.0
C10441299,159 Wellesley St E 607 Toronto,1+1,1.0,549.5,43.6667703,-79.3748964,Cabbagetown-South St.James Town,7.0,2300.0
C9294522,1603 Eglinton Ave 1402 Toronto,1+1,1.0,549.5,43.69691599999999,-79.44310639999999,Oakwood Village,93.0,2300.0
C10421027,1603 Eglinton Ave W 517 Toronto,1+1,1.0,549.5,43.69691599999999,-79.44310639999999,Oakwood Village,93.0,2300.0
C10431515,55 Bremner Blvd 2209 Toronto,1+0,1.0,249.5,43.642884,-79.3804767,St Lawrence-East Bayfront-The Islands,35.0,2300.0
C9283415,735 Don Mills Rd 1508 Toronto,1+0,1.0,749.5,43.7115813,-79.33436619999999,Flemingdon Park,109.0,2300.0
C9388939,35 Bastion Rd 1617 Toronto,1+0,1.0,549.5,43.6372259,-79.40355869999999,Fort York-Liberty Village,52.0,2300.0
C10441784,138 Downes St 7112 Toronto,1+0,1.0,549.5,43.6446392,-79.3713451,St Lawrence-East Bayfront-The Islands,35.0,2300.0
W9512266,293 The Kingsway 613 Toronto,1+0,1.0,549.5,43.66335309999999,-79.52034280000001,Edenbridge-Humber Valley,84.0,2300.0
W8075002,2373 Bloor St W 8 Toronto,1+0,1.0,249.5,43.64975370000001,-79.4819961,High Park-Swansea,37.0,2300.0
C10420906,50 Bruyeres Mews 732 Toronto,1+0,1.0,549.5,43.6376722,-79.40213829999999,Fort York-Liberty Village,52.0,2300.0
C9374851,8 Eglinton Ave E 2110 Toronto,1+0,1.0,249.5,43.7072077,-79.3977826,North Toronto,55.0,2300.0
C10429379,25 Carlton St 808 Toronto,1+1,1.0,549.5,43.6612664,-79.38159279999999,Downtown Yonge East,34.0,2300.0
C9509688,55 Cooper St 4708 Toronto,1+0,1.0,549.5,43.6449002,-79.37180579999999,St Lawrence-East Bayfront-The Islands,35.0,2300.0
C9387481,395 Bloor St E 4509 Toronto,1+0,1.0,249.5,43.6719746,-79.3774195,North St.James Town,53.0,2300.0
C10406105,138 Downes St 1706 Toronto,1+0,1.0,549.5,43.6446392,-79.3713451,St Lawrence-East Bayfront-The Islands,35.0,2300.0
C10441488,20 Edward St 1005 Toronto,1+1,1.0,549.5,43.6569939,-79.3821206,Yonge-Bay Corridor,18.0,2300.0
C10744056,21 Dalhousie St Toronto,1+1,2.0,549.5,43.6540246,-79.3751272,Downtown Yonge East,34.0,2300.0
C10417183,403 Church St E 506 Toronto,1+1,1.0,549.5,43.6622424,-79.37927909999999,Church-Wellesley,28.0,2300.0
C9509192,575 Bloor St E 2811 Toronto,1+0,1.0,549.5,43.6719003,-79.3725853,North St.James Town,53.0,2300.0
W9347347,830 Lawrence Ave W 501 Toronto,1+1,1.0,649.5,43.7149909,-79.45438759999999,Yorkdale-Glen Park,140.0,2300.0
C9513037,35 Bales Ave 2110 Toronto,1+0,1.0,549.5,43.7600317,-79.408301,Avondale,4.0,2300.0
C10419153,275 Yorkland Rd 404 Toronto,1+0,1.0,549.5,43.7746398,-79.33694849999999,Henry Farm,88.0,2300.0
C10410275,155 Dalhousie St Ph7 Toronto,1+0,1.0,649.5,43.6576634,-79.3767689,Downtown Yonge East,34.0,2300.0
C9372373,56 Forest Manor Rd 1209 Toronto,1+1,1.0,249.5,43.7733022,-79.34506019999999,Henry Farm,88.0,2300.0
C10432570,33 Frederick Todd Way 627 Toronto,1+0,1.0,649.5,43.7136019,-79.360691,Thorncliffe Park,127.0,2300.0
C10417019,85 Queens Wharf Rd 3909 Toronto,1+0,1.0,549.5,43.6388838,-79.3986923,Harbourfront-CityPlace,21.0,2300.0
E9365417,255 Village Green Sq 3008 Toronto,1+0,1.0,249.5,43.7796512,-79.2827293,Agincourt South-Malvern West,94.0,2300.0
C10062156,275 Yorkland Rd 2512 Toronto,1+0,1.0,549.5,43.7746398,-79.33694849999999,Henry Farm,88.0,2300.0
C10432043,120 PARLIAMENT St 1503 Toronto,1+1,1.0,549.5,43.6537663,-79.36406769999999,Moss Park,69.0,2300.0
C10402811,38 Dan Leckie Way 3102 Toronto,1+0,1.0,249.5,43.6374607,-79.39792589999999,Harbourfront-CityPlace,21.0,2300.0
C9417646,75 East Liberty St 416 Toronto,1+0,1.0,549.5,43.6380814,-79.4147929,Fort York-Liberty Village,52.0,2300.0
C10427919,1055 Bay St 910 Toronto,1+0,1.0,549.5,43.6668203,-79.38762559999999,Bay-Cloverhill,8.0,2300.0
C10433376,115 Blue Jays Way 4009 Toronto,1+0,1.0,249.5,43.6457205,-79.3918198,Wellington Place,5.0,2300.0
C9388732,48 Power St 1609 Toronto,1+0,1.0,549.5,43.6544037,-79.363136,Moss Park,69.0,2300.0
C10402787,195 McCaul St 322 Toronto,1+0,1.0,549.5,43.6567194,-79.39214460000001,Kensington-Chinatown,48.0,2300.0
W10416458,530 Indian Grve 417 Toronto,1+0,1.0,649.5,,,,,2300.0
C10421996,525 Wilson Ave 563 Toronto,1+0,1.0,549.5,43.734506,-79.4464144,Clanton Park,76.0,2300.0
C10442763,1 Rean Dr 1207 Toronto,1+0,1.0,649.5,43.7649766,-79.3828901,Bayview Village,57.0,2300.0
E10430054,35 BELLHAVEN Rd Main Toronto,1+0,1.0,649.5,43.6759723,-79.3128163,Woodbine Corridor,42.0,2300.0
C9368152,770 Bay St 1409 Toronto,1+0,1.0,549.5,43.6600829,-79.3860086,Yonge-Bay Corridor,18.0,2300.0
C10416607,275 Yorkland Rd 1204 Toronto,1+0,1.0,549.5,43.7746398,-79.33694849999999,Henry Farm,88.0,2300.0
C10874896,55 Charles St E 4908 Toronto,1+0,1.0,549.5,43.6688239,-79.3835572,Church-Wellesley,28.0,2300.0
C9511953,7 Golden Lion Hts 719 Toronto,1+0,1.0,249.5,43.7856248,-79.4160766,Newtonbrook East,73.0,2300.0
W10875073,2119 Lake Shore Blvd W 301 Toronto,1+0,1.0,549.5,43.6279574,-79.4782553,Humber Bay Shores,68.0,2300.0
W9257208,4 Elsinore Path 614 Toronto,1+0,1.0,549.5,43.6013873,-79.5101944,New Toronto,146.0,2300.0
C10429728,125 Redpath Ave E 717 Toronto,1+0,1.0,249.5,43.7076393,-79.39241249999999,South Eglinton-Davisville,20.0,2300.0
C10477020,51 Trolley Cres 607 Toronto,1+0,1.0,249.5,43.6569809,-79.355378,Moss Park,69.0,2300.0
C9373496,208 Queens Quay Blvd W 1201 Toronto,1+0,1.0,549.5,43.6401517,-79.38068369999999,Harbourfront-CityPlace,21.0,2300.0
C9506907,575 Bloor St E 604 Toronto,1+1,1.0,649.5,43.6719003,-79.3725853,North St.James Town,53.0,2300.0
C9512011,365 Church St 805 Toronto,1+0,1.0,549.5,43.6610459,-79.3787591,Downtown Yonge East,34.0,2300.0
E10407550,70 Town Centre Crt 407 Toronto,1+1,1.0,649.5,43.7737121,-79.2554562,Bendale-Glen Andrew,124.0,2300.0
W10421999,1830 Bloor St W 503 Toronto,1+0,1.0,549.5,43.6545865,-79.4630605,High Park North,47.0,2300.0
C10845479,127 Broadway Ave 1908 Toronto,1+0,1.0,549.5,43.7103794,-79.3921761,North Toronto,55.0,2300.0
C9308254,50 O'Neill Rd 619 Toronto,1+0,1.0,249.5,43.7328738,-79.34449599999999,Banbury-Don Mills,78.0,2300.0
C10707742,105 George St 1415 Toronto,1+0,1.0,549.5,43.6522051,-79.3707929,Moss Park,69.0,2300.0
C10420235,87 Peter St 1109 Toronto,1+0,1.0,249.5,43.6469314,-79.3924035,Wellington Place,5.0,2300.0
C9346457,801 Bay St 210 Toronto,1+0,1.0,649.5,43.6610958,-79.3856721,Bay-Cloverhill,8.0,2300.0
C10429149,12 York St 1306 Toronto,1+1,1.0,549.5,43.6418435,-79.38151119999999,Harbourfront-CityPlace,21.0,2300.0
W9381649,36 Zorra St 1502 Toronto,1+1,1.0,549.5,43.619725,-79.5218167,Etobicoke City Centre,64.0,2300.0
W10466066,700 Humberwood Blvd 431 Toronto,1+0,1.0,549.5,43.7247099,-79.6166527,West Humber-Clairville,142.0,2300.0
C10417371,20 Richardson St 2401 Toronto,1+0,1.0,549.5,43.645568,-79.3686869,St Lawrence-East Bayfront-The Islands,35.0,2300.0
C10744197,22 Olive Ave 2305 Toronto,1+0,1.0,549.5,43.7796363,-79.4145612,Yonge-Doris,6.0,2300.0
W9508426,25 Neighbourhood Lane 103 Toronto,1+1,1.0,549.5,43.6382223,-79.48922499999999,Stonegate-Queensway,65.0,2300.0
C10406503,18 Harbour St 704 Toronto,1+0,1.0,549.5,43.6427966,-79.3769891,St Lawrence-East Bayfront-The Islands,35.0,2300.0
C10409147,55 Cooper St 7207 Toronto,1+0,1.0,249.5,43.6449002,-79.37180579999999,St Lawrence-East Bayfront-The Islands,35.0,2300.0
C10427486,33 Helendale Ave 1409 Toronto,1+0,1.0,249.5,43.7087661,-79.3995613,Yonge-Eglinton,36.0,2300.0
C10425150,115 Blue Jays Way 2306 Toronto,1+0,1.0,549.5,43.6457205,-79.3918198,Wellington Place,5.0,2300.0
C9415615,200 Sackville St 807 Toronto,1+1,1.0,549.5,43.6590809,-79.3629156,Regent Park,32.0,2300.0
C9510958,99 John St 303 Toronto,1+0,1.0,549.5,43.6475245,-79.38993119999999,Wellington Place,5.0,2300.0
W10441936,120 Canon Jackson Dr E-105 Toronto,1+1,1.0,649.5,43.6979347,-79.47364040000001,Beechborough-Greenbrook,153.0,2300.0
E9378528,1733 Queen St E 510 Toronto,1+0,1.0,649.5,43.6672988,-79.31090549999999,The Beaches,43.0,2300.0
C9359178,101 Peter St 811 Toronto,1+0,1.0,549.5,43.6476832,-79.3925457,Wellington Place,5.0,2300.0
C9507276,1 King St W 2212 Toronto,1+0,1.0,549.5,43.6489445,-79.37814019999999,Yonge-Bay Corridor,18.0,2300.0
C9508906,15 Bruyeres Mews 1005 Toronto,1+0,1.0,249.5,43.63722930000001,-79.4007335,Fort York-Liberty Village,52.0,2300.0
C10405873,1 Yorkville Ave 610 Toronto,1+0,1.0,249.5,43.6716254,-79.3877935,Annex,12.0,2300.0
C9511704,35 Hayden St 1015 Toronto,1+0,1.0,249.5,43.6696226,-79.3847443,Church-Wellesley,28.0,2300.0
C9308563,185 Roehampton Ave 3002 Toronto,1+1,1.0,649.5,43.7090751,-79.3928229,North Toronto,55.0,2300.0
E10417257,8 Trent Ave 312 Toronto,1+1,1.0,649.5,43.68835199999999,-79.2958323,East End-Danforth,60.0,2300.0
C10406412,222 The Esplanade 932 Toronto,1+1,1.0,649.5,43.64962939999999,-79.3654667,St Lawrence-East Bayfront-The Islands,35.0,2300.0
C9514026,600 Fleet St 403 Toronto,1+0,1.0,549.5,43.63699260000001,-79.4003535,Fort York-Liberty Village,52.0,2300.0
W9773113,10 Graphophone Grve 1402 Toronto,1+0,1.0,549.5,43.667448,-79.4422103,Junction-Wallace Emerson,50.0,2300.0
C10427090,99 Foxbar Rd 1307 Toronto,1+0,1.0,249.5,43.6864535,-79.4003053,Yonge-St.Clair,49.0,2300.0
C10425690,20 Gladstone Ave 611 Toronto,1+0,1.0,249.5,43.662484,-79.434817,Dovercourt Village,23.0,2300.0
C10424844,195 Redpath Ave 1905 Toronto,1+1,2.0,649.5,43.7101997,-79.3932422,North Toronto,55.0,2300.0
C10421528,87 Peter St 1708 Toronto,1+0,1.0,249.5,43.6469314,-79.3924035,Wellington Place,5.0,2300.0
C9393763,28 Widmer St 3621 Toronto,1+0,2.0,549.5,43.6471784,-79.39160629999999,Wellington Place,5.0,2300.0
C9346653,8 Eglinton Ave E 2603 Toronto,1+1,1.0,549.5,43.7072077,-79.3977826,North Toronto,55.0,2300.0
C10413562,327 King St E 3705 Toronto,1+0,1.0,249.5,43.651504,-79.366275,Moss Park,69.0,2300.0
C10433780,7 Carlton St 609 Toronto,1+1,1.0,649.5,43.6611201,-79.3825645,Downtown Yonge East,34.0,2300.0
C10875027,188 Fairview Mall Dr 1709 Toronto,1+0,1.0,249.5,43.780235,-79.3413302,Don Valley Village,111.0,2300.0
C10874717,100 Dalhousie St 4903 Toronto,1+1,1.0,549.5,43.65631740000001,-79.37669629999999,Downtown Yonge East,34.0,2300.0
C10454162,81 WELLESLEY St E 1807 Toronto,1+0,1.0,649.5,43.6655855,-79.3801555,Church-Wellesley,28.0,2300.0
C10427148,365 Church St 2213 Toronto,1+1,1.0,549.5,43.6610459,-79.3787591,Downtown Yonge East,34.0,2300.0
C10411581,55 Regent Park Blvd #520 Toronto,1+1,1.0,649.5,43.6596211,-79.36095759999999,Regent Park,32.0,2300.0
C10427713,863 St. Clair Ave W 212 Toronto,1+0,1.0,249.5,43.6798925,-79.43293349999999,Wychwood,22.0,2300.0
C10427742,330 Richmond St W 1015 Toronto,1+0,1.0,649.5,43.6489309,-79.3927925,Wellington Place,5.0,2300.0
C9398763,60 Colborne St 518 Toronto,1+0,1.0,549.5,43.649504,-79.3744937,Downtown Yonge East,34.0,2300.0
E10425269,2033 Kennedy Rd 1107 Toronto,1+1,1.0,549.5,43.7769928,-79.28389469999999,Agincourt South-Malvern West,94.0,2300.0
C10424009,19 Barberry Pl 105 Toronto,1+0,1.0,549.5,43.7660889,-79.3847883,Bayview Village,57.0,2300.0
E9376758,8 Trent Ave 206 Toronto,1+0,1.0,549.5,43.68835199999999,-79.2958323,East End-Danforth,60.0,2300.0
C10421073,55 Front St E 716 Toronto,1+1,1.0,549.5,43.6480375,-79.3740691,St Lawrence-East Bayfront-The Islands,35.0,2300.0
C10410123,750 Bay St 1501 Toronto,1+0,1.0,549.5,43.6596664,-79.38605749999999,Yonge-Bay Corridor,18.0,2300.0
C10415752,127 Broadway Ave 609 Toronto,1+1,1.0,549.5,43.7103794,-79.3921761,North Toronto,55.0,2300.0
C9356274,195 McCaul St 410 Toronto,1+1,1.0,549.5,43.6567194,-79.39214460000001,Kensington-Chinatown,48.0,2300.0
C10407602,555 Yonge St 611 Toronto,1+0,1.0,549.5,43.664717,-79.3840893,Church-Wellesley,28.0,2300.0
C10427739,70 Queens Wharf Rd 303 Toronto,1+0,1.0,549.5,43.6385212,-79.39945449999999,Harbourfront-CityPlace,21.0,2300.0
C10412173,18 Holmes Ave 1006 Toronto,1+0,1.0,249.5,43.7784859,-79.4133299,Yonge-Doris,6.0,2300.0
C10409269,327 King St W 1007 Toronto,1+0,1.0,549.5,43.6461914,-79.39106269999999,Wellington Place,5.0,2300.0
C10431091,500 Wilson Ave 452 Toronto,1+1,1.0,249.5,43.7353752,-79.4454727,Clanton Park,76.0,2300.0
C10410610,195 Redpath Ave 2716 Toronto,1+1,1.0,549.5,43.7101997,-79.3932422,North Toronto,55.0,2300.0
C10416991,5 Soudan Ave 2708 Toronto,1+0,1.0,249.5,43.70432539999999,-79.39716709999999,South Eglinton-Davisville,20.0,2300.0
C9389429,60 Princess St 513B SE Toronto,1+0,1.0,549.5,43.6495699,-79.36650379999999,St Lawrence-East Bayfront-The Islands,35.0,2300.0
C9372255,50 Wellesley St E 1701 Toronto,1+0,1.0,249.5,43.6656342,-79.3825671,Church-Wellesley,28.0,2300.0
C9396291,111 St Clair Ave W 626 Toronto,1+0,1.0,549.5,43.6867098,-79.3992581,Yonge-St.Clair,49.0,2300.0
C9508725,48 Power St 2210 Toronto,1+0,1.0,549.5,43.6544037,-79.363136,Moss Park,69.0,2300.0
C9269073,75 St Nicholas St 601 Toronto,1+0,1.0,249.5,43.6677586,-79.38644599999999,Bay-Cloverhill,8.0,2300.0
C10421373,629 King St W 1319 Toronto,1+0,1.0,249.5,43.644001,-79.4015398,Wellington Place,5.0,2300.0
C10426303,560 King St W 620 Toronto,1+0,1.0,549.5,43.64492180000001,-79.3990768,Wellington Place,5.0,2300.0
C9505692,35 Hayden St 417 Toronto,1+0,1.0,649.5,43.6696226,-79.3847443,Church-Wellesley,28.0,2300.0
C10425641,77 Mutual St 2102 Toronto,1+1,1.0,549.5,43.6561607,-79.3750714,Downtown Yonge East,34.0,2300.0
C10429375,21 Iceboat Terr 3002 Toronto,1+0,1.0,549.5,43.64049809999999,-79.3974313,Harbourfront-CityPlace,21.0,2300.0
E9379213,2033 Kennedy Rd 1212 Toronto,1+1,1.0,649.5,43.7769928,-79.28389469999999,Agincourt South-Malvern West,94.0,2300.0
E9353715,2369 Danforth Ave PH01 Toronto,1+0,1.0,249.5,43.6869919,-79.3061336,East End-Danforth,60.0,2300.0
C10433788,19 Western Battery Rd 1622 Toronto,1+0,1.0,549.5,43.6397197,-79.4113714,Fort York-Liberty Village,52.0,2318.0
W10432468,1410 Dupont St 503 Toronto,1+1,1.0,649.5,43.66710279999999,-79.4474491,Junction-Wallace Emerson,50.0,2323.0
C10409378,460 Adelaide St E 1926 Toronto,1+0,1.0,649.5,43.6529344,-79.36660599999999,Moss Park,69.0,2325.0
C10425979,251 Javis St 3502 Toronto,1+1,1.0,549.5,43.65737670000001,-79.3744501,Moss Park,69.0,2325.0
C9395304,15 Holmes Ave 2007 Toronto,1+0,1.0,549.5,43.777866,-79.41419429999999,Yonge-Doris,6.0,2325.0
W9364667,2220 Lakeshore Blvd W 410 Toronto,1+0,1.0,549.5,43.6228596,-79.4831828,Humber Bay Shores,68.0,2325.0
C9383465,77 Shuter St 2805 Toronto,1+1,1.0,649.5,43.6549921,-79.375121,Downtown Yonge East,34.0,2340.0
C9387346,11 Lillian St 701 Toronto,1+1,1.0,549.5,43.70546650000001,-79.3930348,South Eglinton-Davisville,20.0,2345.0
W9551113,17 Zorra St 1910 Toronto,1+0,1.0,549.5,43.621263,-79.52130679999999,Etobicoke City Centre,64.0,2345.0
C10407989,5793 Yonge St 2310 Toronto,1+0,1.0,549.5,43.7845106,-79.4162661,Newtonbrook East,73.0,2348.0
W10400013,2220 Weston Rd 515 Toronto,1+0,1.0,649.5,43.70352949999999,-79.52727589999999,Weston,155.0,2349.0
C10322800,403 Church St 2807 Toronto,1+0,1.0,649.5,43.6622424,-79.37927909999999,Church-Wellesley,28.0,2349.0
C9399894,375 King St W 409 Toronto,1+0,1.0,649.5,43.6457486,-79.3930826,Wellington Place,5.0,2349.0
C9416602,18 Yonge St 3209 Toronto,1+0,1.0,549.5,43.6443983,-79.37652039999999,St Lawrence-East Bayfront-The Islands,35.0,2350.0
C10426686,470 Front St W 1301 Toronto,1+0,1.0,549.5,43.6426557,-79.39608439999999,Wellington Place,5.0,2350.0
C10433945,18 Holmes Ave 412 Toronto,1+0,1.0,549.5,43.7784859,-79.4133299,Yonge-Doris,6.0,2350.0
C10406618,195 Redpath Ave 201 Toronto,1+1,1.0,649.5,43.7101997,-79.3932422,North Toronto,55.0,2350.0
W10412691,251 Manitoba St 1026 Toronto,1+0,1.0,549.5,43.6238372,-79.4893647,Mimico-Queensway,123.0,2350.0
C10411256,238 Simcoe St 2701 Toronto,1+1,1.0,649.5,43.6534014,-79.38904769999999,Kensington-Chinatown,48.0,2350.0
C10425185,458 Richmond St W 1001 Toronto,1+0,1.0,549.5,43.64794999999999,-79.39753069999999,Wellington Place,5.0,2350.0
C9385503,65 Bremner Blvd 4106 Toronto,1+0,1.0,249.5,43.6429418,-79.38055709999999,St Lawrence-East Bayfront-The Islands,35.0,2350.0
E10339109,50 TOWN CENTRE Crt 2708 Toronto,1+1,1.0,649.5,43.7732622,-79.2552731,Bendale-Glen Andrew,124.0,2350.0
C10416974,30 Inn On The Park Dr 3011 Toronto,1+1,1.0,549.5,43.7190597,-79.3485493,Banbury-Don Mills,78.0,2350.0
C9388549,197 Yonge St 5504 Toronto,1+0,1.0,549.5,43.65343590000001,-79.3791875,Downtown Yonge East,34.0,2350.0
C10874736,188 Doris Ave 1601 Toronto,1+0,1.0,649.5,43.7674356,-79.4106943,Yonge-Doris,6.0,2350.0
C9294111,17 Dundonald St 502 Toronto,1+0,1.0,549.5,43.6659283,-79.383465,Church-Wellesley,28.0,2350.0
C10420442,327 King St W 905 Toronto,1+0,1.0,549.5,43.6461914,-79.39106269999999,Wellington Place,5.0,2350.0
C10426266,101 Charles St E 3611 Toronto,1+0,1.0,549.5,43.6696371,-79.3805424,Church-Wellesley,28.0,2350.0
C9400399,1174 Yonge St 202 Toronto,1+0,1.0,549.5,43.6805741,-79.39127780000001,Annex,12.0,2350.0
C10240220,318 King St E 806 Toronto,1+0,1.0,549.5,43.6525806,-79.3637352,Moss Park,69.0,2350.0
C9984508,1185 The Queensway 1021 Toronto,1+0,1.0,549.5,43.6218008,-79.5215288,Etobicoke City Centre,64.0,2350.0
C9378071,88 Scott St 1308 Toronto,1+0,1.0,549.5,43.6484074,-79.3763344,Downtown Yonge East,34.0,2350.0
C10426933,230 Simcoe St 2116 Toronto,1+0,1.0,549.5,43.65328239999999,-79.3889093,Kensington-Chinatown,48.0,2350.0
C9380701,127 Queen St E 903 Toronto,1+1,1.0,749.5,43.65348789999999,-79.3737616,Downtown Yonge East,34.0,2350.0
E10407430,2033 Kennedy Rd 2809 Toronto,1+1,1.0,549.5,43.7769928,-79.28389469999999,Agincourt South-Malvern West,94.0,2350.0
C9283012,21 Carlton St 1706 Toronto,1+1,1.0,649.5,43.6612321,-79.3819474,Downtown Yonge East,34.0,2350.0
C9307195,20 Olive Ave 112 Toronto,1+0,1.0,649.5,43.7791641,-79.41451459999999,Yonge-Doris,6.0,2350.0
C10402717,195 McCaul St 314 Toronto,1+1,1.0,549.5,43.6567194,-79.39214460000001,Kensington-Chinatown,48.0,2350.0
C10404870,126 Simcoe St 401 Toronto,1+0,1.0,549.5,43.64897269999999,-79.3872946,Wellington Place,5.0,2350.0
C10408565,30 Nelson St 1101 Toronto,1+0,1.0,549.5,43.6490142,-79.3885152,Wellington Place,5.0,2350.0
C10441474,650 Lawrence Ave W 501 Toronto,1+0,1.0,649.5,43.7172426,-79.4418262,Englemount-Lawrence,97.0,2350.0
C10411426,8 Eglinton Ave E 1606 Toronto,1+0,1.0,549.5,43.7072077,-79.3977826,North Toronto,55.0,2350.0
C9374231,195 McCaul St 515 Toronto,1+1,1.0,549.5,43.6567194,-79.39214460000001,Kensington-Chinatown,48.0,2350.0
C9396437,15 Iceboat Terr 2903 Toronto,1+0,1.0,249.5,43.6405556,-79.3968958,Harbourfront-CityPlace,21.0,2350.0
C10429747,120 Harrison Garden Blvd 227 Toronto,1+0,1.0,549.5,43.7580581,-79.40333679999999,Avondale,4.0,2350.0
C9349843,49 East Liberty St 302 Toronto,1+1,1.0,649.5,43.63883,-79.41163499999999,Fort York-Liberty Village,52.0,2350.0
W10405568,2212 Lake Shore Blvd W 2805 Toronto,1+0,1.0,549.5,43.62245670000001,-79.4823366,Humber Bay Shores,68.0,2350.0
C10410906,238 Simcoe St 2710 Toronto,1+1,1.0,649.5,43.6534014,-79.38904769999999,Kensington-Chinatown,48.0,2350.0
W9418027,90 Canon Jackson Dr TH110 Toronto,1+0,1.0,549.5,43.6981954,-79.47256469999999,Beechborough-Greenbrook,153.0,2350.0
C9398534,77 Mutual St 703 Toronto,1+0,1.0,549.5,43.6561607,-79.3750714,Downtown Yonge East,34.0,2350.0
C10431296,3 Pemberton Ave 1209 Toronto,1+0,1.0,549.5,43.7805043,-79.413787,Newtonbrook East,73.0,2350.0
W10845400,1285 Dupont St 2803 Toronto,1+0,1.0,649.5,43.66777390000001,-79.4428166,Junction-Wallace Emerson,50.0,2350.0
E9346176,3220 Sheppard Ave E 503 Toronto,1+0,1.0,549.5,43.7780184,-79.3125984,Tam O'Shanter-Sullivan,99.0,2350.0
W10431559,5 Michael Power Pl 1001 Toronto,1+0,1.0,549.5,43.6448314,-79.52932910000001,Etobicoke City Centre,64.0,2350.0
C9388461,33 Sheppard Ave E 1901 Toronto,1+0,1.0,649.5,43.7612797,-79.409009,Avondale,4.0,2350.0
C10433777,31 Tippett Rd 431 Toronto,1+1,2.0,649.5,43.73349959999999,-79.4460831,Clanton Park,76.0,2350.0
C10417042,230 Queens Quay West Quay 1027 Toronto,1+0,1.0,549.5,43.6397112,-79.3840554,Harbourfront-CityPlace,21.0,2350.0
C10415050,1 Market St 1302 Toronto,1+1,1.0,549.5,43.6468752,-79.3710718,St Lawrence-East Bayfront-The Islands,35.0,2350.0
C9371590,195 Redpath Ave 2608 Toronto,1+1,2.0,549.5,43.7101997,-79.3932422,North Toronto,55.0,2350.0
W10410376,2300 St Clair Ave W 308 Toronto,1+0,1.0,549.5,43.6704884,-79.4781969,Junction Area,41.0,2350.0
C10427449,238 Simcoe St 2910 Toronto,1+1,1.0,649.5,43.6534014,-79.38904769999999,Kensington-Chinatown,48.0,2350.0
C10405620,33 Bay St 4005 Toronto,1+1,1.0,549.5,43.6427875,-79.3771823,St Lawrence-East Bayfront-The Islands,35.0,2350.0
C10408340,1 King St W 2110 Toronto,1+0,1.0,549.5,43.6489445,-79.37814019999999,Yonge-Bay Corridor,18.0,2350.0
C9396507,159 Dundas St E 3802 Toronto,1+0,1.0,549.5,43.6567653,-79.3749976,Downtown Yonge East,34.0,2350.0
C9508902,832 Bay St 3409 Toronto,1+0,1.0,249.5,43.6620809,-79.3865134,Bay-Cloverhill,8.0,2350.0
C9385133,85 Bloor St E 206 Toronto,1+1,1.0,649.5,43.6702331,-79.3843476,Church-Wellesley,28.0,2350.0
C10414779,375 King St W 1904 Toronto,1+0,1.0,549.5,43.6457486,-79.3930826,Wellington Place,5.0,2350.0
C9385143,21 Olive Ave 104 Toronto,1+0,1.0,649.5,43.7799441,-79.408845,East Willowdale,62.0,2350.0
C9397682,121 St Patrick St 1217 Toronto,1+1,1.0,549.5,43.6534358,-79.3896529,Kensington-Chinatown,48.0,2350.0
C9416757,19 Western Battery Rd 922 Toronto,1+0,1.0,549.5,43.6397197,-79.4113714,Fort York-Liberty Village,52.0,2350.0
C9308630,251 Jarvis St 3612 Toronto,1+1,1.0,549.5,43.65737670000001,-79.3744501,Moss Park,69.0,2350.0
E9294554,630 Queen St E 303 Toronto,1+1,1.0,649.5,43.6584078,-79.35265009999999,South Riverdale,58.0,2350.0
C9767912,14 York St 3711 Toronto,1+0,1.0,649.5,43.64195290000001,-79.38201629999999,Harbourfront-CityPlace,21.0,2350.0
C9390140,560 Front St W 426 Toronto,1+0,1.0,549.5,43.64125,-79.3999726,Wellington Place,5.0,2350.0
C9510577,185 Roehampton Ave W 2111 Toronto,1+0,1.0,549.5,43.7090751,-79.3928229,North Toronto,55.0,2350.0
