Property URL,Property type,Number of days on Zillow,Date listed (MM/DD/YYYY),Rental price (USD per month),Living area,Living area unit,Price per living area unit (USD),Bedrooms,Bathrooms,Image URL,Is owner occupied,Property owned by Zillow,Property unit number,Street address,City,Zip,Latitude,Longitude,Zillow property ID,Property is a building,Building name,Unit availability count
"https://www.zillow.com/b/building/43.668037,-79.38844_ll/","Apartment","","","2750","","","","2","","","","","","1121 Bay St","Toronto","NaN","","","","No","Unit located in: Green-Four Building",""
"https://www.zillow.com/b/840-queens-plate-dr-toronto-on-BMNKNQ/","Building","","","","","","","","","https://photos.zillowstatic.com/fp/7352770ab9753cd6e15c0e731a424237-p_e.jpg","","","","840 Queens Plate Dr Unit 806","Toronto","NaN","43.72059","-79.6034","43.72059--79.6034","Yes","Green-Five Building (Randomly generated building name as it is not provided by Zillow)","2"
"https://www.zillow.com/b/840-queens-plate-dr-toronto-on-BMNKNQ/","Apartment","","","2299","","","","2","","","","","","840 Queens Plate Dr Unit 806","Toronto","NaN","","","","No","Unit located in: Green-Five Building",""
"https://www.zillow.com/b/15-mercer-st-toronto-on-BMLF3Y/","Building","","","","","","","","","https://photos.zillowstatic.com/fp/c2950cccab88f5eddb5d96d51827a05d-p_e.jpg","","","","15 Mercer St","Toronto","NaN","43.645523","-79.39057","43.645523--79.39057","Yes","Yellow-Seven Building (Randomly generated building name as it is not provided by Zillow)","15"
"https://www.zillow.com/b/15-mercer-st-toronto-on-BMLF3Y/","Apartment","","","2500","","","","2","","","","","","15 Mercer St","Toronto","NaN","","","","No","Unit located in: Yellow-Seven Building",""
"https://www.zillow.com/b/160-kingsway-cres-toronto-on-Ccttk9/","Building","","","","","","","","","https://photos.zillowstatic.com/fp/72137a09c803a1963fc69c9dda2ffff5-p_e.jpg","","","","160 Kingsway Cres","Toronto","NaN","43.65801","-79.50319","43.65801--79.50319","Yes","Violet-Six Building (Randomly generated building name as it is not provided by Zillow)","2"
"https://www.zillow.com/b/160-kingsway-cres-toronto-on-Ccttk9/","Apartment","","","2100","","","","2","","","","","","160 Kingsway Cres","Toronto","NaN","","","","No","Unit located in: Violet-Six Building",""
"https://www.zillow.com/b/397-front-st-w-toronto-on-BMHvNk/","Building","","","","","","","","","https://photos.zillowstatic.com/fp/8fd477ab0eedc11f9bc6ec6c54b4039e-p_e.jpg","","","","397 Front St W","Toronto","NaN","43.6427","-79.393364","43.6427--79.393364","Yes","Orange-Eight Building (Randomly generated building name as it is not provided by Zillow)","4"
"https://www.zillow.com/b/397-front-st-w-toronto-on-BMHvNk/","Apartment","","","2650","","","","2","","","","","","397 Front St W","Toronto","NaN","","","","No","Unit located in: Orange-Eight Building",""
"https://www.zillow.com/apartments/etobicoke-on/kip-2/CbX7XG/","Building","","","","","","","","","https://photos.zillowstatic.com/fp/88fd44c8d7ae99d875fd65d1137f000b-p_e.jpg","","","","30 Samuel Wood Way","Toronto","NaN","43.63469","-79.54056","43.63469--79.54056","Yes","Indigo-Eight Building (Randomly generated building name as it is not provided by Zillow)","5"
"https://www.zillow.com/apartments/etobicoke-on/kip-2/CbX7XG/","Apartment","","","2450","","","","2","","","","","","30 Samuel Wood Way","Toronto","NaN","","","","No","Unit located in: Indigo-Eight Building",""
"https://www.zillow.com/homedetails/816-Lansdowne-Ave-512-Toronto-ON-M6H-4K6/442395978_zpid/","Condominium","0","11/06/2024","2400","","","","2","1","https://photos.zillowstatic.com/fp/c0876f8517610b54edd76cf1f899cbff-p_e.jpg","No","No","# 512","816 Lansdowne Ave","Toronto","NaN","43.665733","-79.44786","442395978","","",""
"https://www.zillow.com/homedetails/1350-York-Mills-Rd-1701-Toronto-ON-M3A-2A1/442395980_zpid/","Condominium","0","11/06/2024","2900","","","","2","1","https://photos.zillowstatic.com/fp/9c351637d501d9eb5fe796948bb470dc-p_e.jpg","No","No","# 1701","1350 York Mills Rd","Toronto","NaN","43.762825","-79.31933","442395980","","",""
"https://www.zillow.com/b/68-merton-st-toronto-on-BMKWZg/","Building","","","","","","","","","https://photos.zillowstatic.com/fp/fe1a34d8f9b1e75658fd8ca472a9ecc6-p_e.jpg","","","","68 Merton St","Toronto","NaN","43.696835","-79.394","43.696835--79.394","Yes","Blue-Zero Building (Randomly generated building name as it is not provided by Zillow)","2"
"https://www.zillow.com/b/68-merton-st-toronto-on-BMKWZg/","Apartment","","","2600","","","","2","","","","","","68 Merton St","Toronto","NaN","","","","No","Unit located in: Blue-Zero Building",""
"https://www.zillow.com/homedetails/18-Graydon-Hall-Dr-1705-Toronto-ON-M3A-0A4/2055285798_zpid/","Condominium","0","11/06/2024","2850","","","","2","2","https://photos.zillowstatic.com/fp/0a506d440cd7d972f1819fed99e424f1-p_e.jpg","No","No","# 1705","18 Graydon Hall Dr","Toronto","NaN","43.762733","-79.3465","2055285798","","",""
"https://www.zillow.com/b/10-muirhead-rd-toronto-on-BMMs2z/","Building","","","","","","","","","https://photos.zillowstatic.com/fp/8e44c138d18277c65339b394f65c1de5-p_e.jpg","","","","10 Muirhead Rd","Toronto","NaN","43.778095","-79.33853","43.778095--79.33853","Yes","Violet-Nine Building (Randomly generated building name as it is not provided by Zillow)","2"
"https://www.zillow.com/b/10-muirhead-rd-toronto-on-BMMs2z/","Apartment","","","2850","","","","2","","","","","","10 Muirhead Rd","Toronto","NaN","","","","No","Unit located in: Violet-Nine Building",""
"https://www.zillow.com/homedetails/1638-Bloor-St-W-305-Toronto-ON-M6P-0A6/2058883365_zpid/","Condominium","0","11/06/2024","2900","","","","2","1","https://photos.zillowstatic.com/fp/2360a8c336151a231e963a020653bc39-p_e.jpg","No","No","# 305","1638 Bloor St W","Toronto","NaN","43.65571","-79.456406","2058883365","","",""
"https://www.zillow.com/b/357-king-toronto-on-BMLDwk/","Building","","","","","","","","","https://photos.zillowstatic.com/fp/fb42fe667c6f3a9d5f1af3e7011d5602-p_e.jpg","","","","357 King St W","Toronto","NaN","43.64579","-79.39252","43.64579--79.39252","Yes","Yellow-Six Building (Randomly generated building name as it is not provided by Zillow)","5"
"https://www.zillow.com/b/357-king-toronto-on-BMLDwk/","Apartment","","","2550","","","","2","","","","","","357 King St W","Toronto","NaN","","","","No","Unit located in: Yellow-Six Building",""
"https://www.zillow.com/b/building/43.637196,-79.40069_ll/","Building","","","","","","","","","https://photos.zillowstatic.com/fp/92ad3c22b6033976edd56db5c84bdcc3-p_e.jpg","","","","15 Bruyeres Mews","Toronto","NaN","43.637196","-79.40069","43.637196--79.40069","Yes","Red-Zero Building (Randomly generated building name as it is not provided by Zillow)","3"
