Property URL,Property type,Number of days on Zillow,Date listed (MM/DD/YYYY),Rental price (USD per month),Living area,Living area unit,Price per living area unit (USD),Bedrooms,Bathrooms,Image URL,Is owner occupied,Property owned by Zillow,Property unit number,Street address,City,Zip,Latitude,Longitude,Zillow property ID,Property is a building,Building name,Unit availability count
"https://www.zillow.com/homedetails/430-McLevin-Ave-1114-Toronto-ON-M1B-5P1/442236973_zpid/","Condominium","7","10/30/2024","2750","","","","3","1","https://photos.zillowstatic.com/fp/2cffa360f43d14822ed81539857d681a-p_e.jpg","No","No","# 1114","430 McLevin Ave","Toronto","NaN","43.810772","-79.22308","442236973","","",""
"https://www.zillow.com/homedetails/1486-Bathurst-St-1504-Toronto-ON-M5P-0A5/2071827551_zpid/","Condominium","19","10/18/2024","3900","","","","3","3","https://photos.zillowstatic.com/fp/c6fdf2864de137651e7af66602f128bf-p_e.jpg","No","No","# 1504","1486 Bathurst St","Toronto","NaN","43.683765","-79.41895","2071827551","","",""
"https://www.zillow.com/homedetails/2301-Danforth-Ave-304-Toronto-ON-M4C-0A7/2054906702_zpid/","Condominium","7","10/30/2024","2950","","","","3","2","https://photos.zillowstatic.com/fp/ebf69d1e722e9b9b747eed5dc6371ae9-p_e.jpg","No","No","# 304","2301 Danforth Ave","Toronto","NaN","43.68671","-79.307625","2054906702","","",""
"https://www.zillow.com/homedetails/285-Avenue-Rd-702-Toronto-ON-M4V-2G8/441747604_zpid/","Condominium","26","10/11/2024","11500","","","","3","3","https://photos.zillowstatic.com/fp/14ca50c0496f00704eae7eefc1abcb0e-p_e.jpg","No","No","# 702","285 Avenue Rd","Toronto","NaN","43.67899","-79.39806","441747604","","",""
"https://www.zillow.com/apartments/toronto-on/123-portland/BWVd9p/","Building","26","10/11/2024","","","","","","","https://photos.zillowstatic.com/fp/845ede48d54def2c6aa6f84d20f9f18a-p_e.jpg","","","","123 Portland St","Toronto","NaN","43.64612","-79.40054","43.64612--79.40054","Yes","Green-Four Building (Randomly generated building name as it is not provided by Zillow)","3"
"https://www.zillow.com/apartments/toronto-on/123-portland/BWVd9p/","Apartment","","","4200","","","","3","","","","","","123 Portland St","Toronto","NaN","","","","No","Unit located in: Green-Four Building",""
"https://www.zillow.com/b/90-ling-rd-toronto-on-BMKVdh/","Building","14","10/23/2024","","","","","","","https://photos.zillowstatic.com/fp/f105bc6dae740ab6b6cd48cf18c9d986-p_e.jpg","","","","90 Ling Rd","Toronto","NaN","43.76791","-79.184135","43.76791--79.184135","Yes","Green-Five Building (Randomly generated building name as it is not provided by Zillow)","2"
"https://www.zillow.com/b/90-ling-rd-toronto-on-BMKVdh/","Apartment","","","3000","","","","3","","","","","","90 Ling Rd","Toronto","NaN","","","","No","Unit located in: Green-Five Building",""
"https://www.zillow.com/homedetails/1030-Sheppard-Ave-W-409-Toronto-ON-M3H-6C1/2069352555_zpid/","Condominium","20","10/17/2024","2900","","","","3","2","https://photos.zillowstatic.com/fp/7d6a1f9c5cdff9ac0992e35092fb5833-p_e.jpg","No","No","# 409","1030 Sheppard Ave W","Toronto","NaN","43.751007","-79.46081","2069352555","","",""
"https://www.zillow.com/b/70-queens-wharf-rd-toronto-on-BMMWXn/","Building","26","10/11/2024","","","","","","","https://photos.zillowstatic.com/fp/808d8b7fa2941524f667205190940226-p_e.jpg","","","","70 Queens Wharf Rd Unit 2806","Toronto","NaN","43.638577","-79.39937","43.638577--79.39937","Yes","Green-Eight Building (Randomly generated building name as it is not provided by Zillow)","2"
"https://www.zillow.com/b/70-queens-wharf-rd-toronto-on-BMMWXn/","Apartment","","","3000","","","","3","","","","","","70 Queens Wharf Rd Unit 2806","Toronto","NaN","","","","No","Unit located in: Green-Eight Building",""
"https://www.zillow.com/homedetails/135-Wynford-Dr-UNIT-806-Toronto-ON-M3C-0J4/2082843337_zpid/","Condominium","26","10/11/2024","3200","","","","3","2","https://photos.zillowstatic.com/fp/611afa481e6317fd1a932efce157b629-p_e.jpg","No","No","Unit 806","135 Wynford Dr","Toronto","NaN","43.726364","-79.32798","2082843337","","",""
"https://www.zillow.com/b/building/43.62692,-79.47838_ll/","Building","26","10/11/2024","","","","","","","https://photos.zillowstatic.com/fp/4800c673e8bcc03828e9ac5ecdb9a2f7-p_e.jpg","","","","16 Brookers Ln","Toronto","NaN","43.62692","-79.47838","43.62692--79.47838","Yes","Orange-Zero Building (Randomly generated building name as it is not provided by Zillow)","2"
